"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0","LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","HARM_EV,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
3,2,2011,32.36841667,-86.21068333,1,101,12,1,0
6,2,2011,34.24138056,-86.17068056,1,95,8,1,0
15,2,2011,30.69791944,-88.12425556,1,97,25,1,1
19,2,2011,33.48513056,-86.711075,1,73,32,1,0
9,1,2011,33.17419722,-87.36531944,1,125,35,1,0
29,1,2011,30.71417778,-88.31724722,1,97,12,1,0
14,2,2011,33.57603056,-86.91144722,1,73,12,1,0
23,2,2011,34.18148333,-86.10098611,1,55,12,1,0
26,2,2011,33.04304444,-85.77918889,1,123,58,1,0
10,2,2011,32.23244167,-85.12016111,1,113,12,1,0
18,2,2011,31.04879722,-87.49290833,1,53,12,2,1
18,2,2011,34.8744,-87.28270833,1,77,12,1,0
18,2,2011,34.70008611,-87.64063333,1,33,12,1,0
19,2,2011,30.60161667,-87.55499444,1,3,1,1,1
21,2,2011,32.3707,-87.00571111,1,47,8,1,0
21,2,2011,33.10548056,-86.22815,1,121,1,1,0
22,2,2011,31.976375,-87.92026944,1,25,42,1,1
22,2,2011,31.49696111,-86.93175556,1,35,1,1,0
22,2,2011,33.17345278,-87.25068333,1,125,12,2,0
22,2,2011,34.23138611,-86.12076944,1,95,9,1,1
24,2,2011,32.18163333,-86.80066667,1,85,8,1,0
26,2,2011,34.1724,-86.89028889,1,43,12,2,0
27,2,2011,31.952125,-86.85396111,1,13,11,1,1
14,2,2011,33.39252778,-86.94991667,1,73,12,1,0
4,3,2011,34.30586667,-86.28963889,1,95,8,1,0
2,3,2011,30.49486111,-88.18990556,1,97,35,1,1
3,3,2011,30.68689722,-88.00650833,1,3,25,1,0
3,3,2011,34.70374722,-87.6347,1,33,12,1,0
5,3,2011,32.43458056,-86.21918056,1,101,12,1,1
5,3,2011,32.54470556,-88.19883333,1,119,42,1,0
6,3,2011,34.97045278,-87.13761111,1,83,1,1,1
5,3,2011,30.574225,-88.182225,1,97,12,1,0
7,3,2011,31.74426389,-85.86184444,1,109,12,3,0
8,3,2011,31.37796944,-88.20463611,1,129,12,2,0
11,3,2011,33.30796111,-85.44950278,1,111,12,1,0
14,3,2011,32.46717222,-85.40274722,1,81,1,1,0
13,3,2011,30.82233889,-88.16524167,1,97,12,1,1
14,3,2011,30.63570556,-88.24946111,1,97,12,1,0
17,3,2011,34.24094167,-87.72606667,1,93,12,1,0
17,3,2011,34.89170278,-87.69445833,1,77,1,1,1
9,2,2011,33.15918056,-87.54888611,1,125,12,1,0
23,2,2011,30.73994444,-88.08338889,1,97,12,1,1
25,2,2011,30.58345278,-88.20702778,1,97,12,1,0
16,2,2011,33.65905833,-86.70914444,1,73,12,1,0
4,3,2011,33.25025278,-87.60299444,1,125,8,1,0
8,3,2011,34.17274167,-86.84798056,1,43,12,1,0
10,3,2011,32.43688889,-85.67366111,1,87,35,1,1
13,3,2011,34.79295278,-86.59859444,1,89,12,1,0
15,3,2011,34.89378056,-85.77256944,1,71,42,1,0
2,3,2011,33.75010556,-85.85333056,1,15,12,1,0
4,3,2011,30.76872222,-88.22564444,1,97,12,1,0
5,3,2011,32.47305833,-86.88818611,1,47,42,1,1
5,3,2011,32.90291944,-86.70292222,1,21,33,1,0
5,3,2011,32.891875,-87.21488056,1,7,12,1,0
6,3,2011,32.34978333,-87.64189722,1,91,19,1,0
9,3,2011,34.08611111,-86.50215278,1,9,34,1,0
12,3,2011,30.52109444,-88.30447778,1,97,59,1,0
12,3,2011,31.21299444,-87.11791389,1,53,38,1,1
13,3,2011,34.76217778,-86.84599167,1,83,12,1,0
16,3,2011,34.62236667,-86.09077778,1,71,1,1,0
12,3,2011,34.67851389,-86.74731389,1,89,12,1,0
20,3,2011,33.39449167,-86.784975,1,73,12,1,0
20,3,2011,32.91288333,-86.71971111,1,21,12,1,0
21,3,2011,31.64740278,-86.72494167,1,13,1,1,0
23,3,2011,33.94172222,-85.91716389,1,55,12,1,1
25,3,2011,30.75541944,-88.1192,1,97,8,1,0
25,3,2011,30.685475,-88.14458333,1,97,8,1,0
26,3,2011,30.65325278,-88.13914722,1,97,30,1,1
18,3,2011,34.63607778,-86.05671389,1,71,12,1,1
19,3,2011,31.40057222,-85.18494167,1,67,42,3,0
19,3,2011,32.495575,-87.39694722,1,105,12,1,1
19,3,2011,33.84018056,-87.331025,1,127,52,1,0
20,3,2011,34.66466389,-87.63418333,1,33,42,1,0
21,3,2011,30.51833056,-88.274825,1,97,1,1,0
22,3,2011,32.26313056,-87.8882,1,91,35,1,0
23,3,2011,34.03448056,-86.57509722,1,9,12,1,0
23,3,2011,34.75905,-86.56176111,1,89,59,1,0
24,3,2011,33.235925,-87.51402778,1,125,12,1,0
24,3,2011,34.36837778,-86.468325,1,95,12,1,0
25,3,2011,33.95398611,-86.66496389,1,9,1,1,0
25,3,2011,33.68793333,-86.83035833,1,73,1,1,0
25,3,2011,30.99681389,-88.125125,1,97,35,1,1
25,3,2011,34.84047222,-85.75423611,1,71,12,1,1
26,3,2011,32.73063056,-86.53885556,1,21,12,5,1
26,3,2011,31.86743611,-87.42188333,1,131,1,1,0
27,3,2011,34.06604444,-86.28254444,1,55,12,1,0
27,3,2011,31.44231111,-86.61312222,1,39,12,1,0
28,3,2011,33.527425,-85.95186944,1,121,12,1,0
29,3,2011,34.01630278,-87.21474167,1,133,12,1,0
29,3,2011,30.858,-88.32585,1,97,42,1,0
30,3,2011,32.97629444,-86.97581944,1,7,42,1,0
2,4,2011,33.58510833,-85.90574722,1,121,12,1,1
2,4,2011,33.62791389,-87.66069444,1,57,34,1,1
26,2,2011,32.348175,-86.22161389,1,101,8,1,1
23,2,2011,33.47311944,-86.76542778,1,73,8,1,0
22,3,2011,33.62942778,-86.90760556,1,73,30,1,0
16,3,2011,32.48876944,-85.80016389,1,87,42,1,0
20,3,2011,33.54682222,-86.44342222,1,115,12,1,1
2,4,2011,33.59628333,-86.80657222,1,73,24,1,0
29,3,2011,33.64935833,-86.83119444,1,73,12,1,0
7,3,2011,33.48087778,-86.77575833,1,73,12,1,0
2,4,2011,33.35436944,-86.853275,1,73,12,1,0
8,4,2011,32.632075,-85.37145,1,81,12,1,0
8,4,2011,34.74989444,-87.664825,1,33,53,1,0
4,4,2011,34.05701389,-86.87941111,1,43,53,1,1
8,4,2011,33.80826389,-86.36053611,1,115,59,1,0
6,4,2011,33.03055,-86.05815,1,37,12,2,1
6,4,2011,31.25082778,-88.00506944,1,129,8,1,0
9,4,2011,34.74497222,-87.94084722,1,33,35,1,0
9,4,2011,32.97051667,-87.90389722,1,63,42,1,0
9,4,2011,32.25114444,-86.30127778,1,101,12,1,0
10,4,2011,30.80554167,-88.25114722,1,97,1,2,1
13,4,2011,33.07198889,-87.1295,1,7,42,1,0
15,4,2011,30.37866111,-88.18007778,1,97,34,1,1
21,4,2011,33.98470278,-85.88834444,1,55,12,1,0
6,4,2011,33.33248333,-86.79141389,1,117,12,1,1
10,4,2011,34.98767222,-87.81322222,1,77,32,1,0
11,4,2011,31.50065556,-86.12219167,1,31,38,1,0
11,4,2011,30.68775278,-88.12878611,1,97,12,1,0
12,4,2011,33.24391111,-85.52661111,1,111,1,1,0
12,4,2011,34.89668611,-86.66479167,1,89,8,1,0
14,4,2011,32.54197778,-86.64403611,1,1,42,1,0
15,4,2011,34.976125,-86.56927222,1,89,12,1,0
16,4,2011,34.09632778,-85.902475,1,55,34,1,1
16,4,2011,30.66139444,-88.22543889,1,97,12,1,1
19,4,2011,33.47274722,-86.20391667,1,121,32,1,0
20,4,2011,34.86416389,-86.64267778,1,89,12,1,0
23,4,2011,33.81893889,-87.15218056,1,127,12,1,0
23,4,2011,34.79564722,-87.12478889,1,83,12,1,0
23,4,2011,31.79676389,-87.62317778,1,25,1,1,1
27,4,2011,34.37406389,-85.99434722,1,49,52,1,0
9,4,2011,33.45869167,-87.15936944,1,73,30,1,0
10,4,2011,32.57947778,-87.59306667,1,65,38,1,1
15,4,2011,32.90099167,-87.97036111,1,63,42,1,1
30,4,2011,32.29007222,-85.84279167,1,87,42,1,1
18,4,2011,32.49528333,-85.86915,1,123,1,1,1
20,4,2011,32.44681389,-85.51130278,1,87,12,1,0
22,4,2011,34.65744444,-87.53640278,1,33,8,1,0
23,4,2011,33.61690556,-85.73485833,1,15,12,1,0
24,4,2011,33.66928333,-85.409775,1,29,34,1,1
29,4,2011,33.81826944,-87.15139722,1,127,12,1,0
10,4,2011,33.52234444,-86.84459167,1,73,8,1,0
5,5,2011,31.31592778,-85.50322778,1,45,12,1,0
6,5,2011,33.19449167,-86.59154444,1,117,12,1,0
7,5,2011,30.742675,-88.12476111,1,97,30,1,1
2,5,2011,33.88798889,-87.44477778,1,127,42,1,0
5,5,2011,33.49329444,-86.89189444,1,73,12,1,0
6,5,2011,33.57581667,-86.71530278,1,73,52,1,0
15,5,2011,31.89738889,-86.59921667,1,13,12,1,0
8,4,2011,33.496,-86.60808889,1,73,30,1,0
2,6,2011,33.53933889,-86.73585278,1,73,10,1,0
2,4,2011,34.77394444,-87.66828889,1,33,8,1,0
13,5,2011,33.62123611,-86.80314444,1,73,1,1,0
2,5,2011,33.74995833,-87.20195833,1,127,42,1,0
18,4,2011,34.13581111,-87.40026389,1,133,12,2,1
11,5,2011,34.19882222,-86.81084167,1,43,23,1,0
30,4,2011,32.56826667,-85.119575,1,81,42,1,1
17,4,2011,32.43808056,-86.98898889,1,47,12,1,0
25,4,2011,34.74722778,-87.00161111,1,83,12,2,0
6,5,2011,33.09633333,-85.34190278,1,17,12,1,0
7,5,2011,32.73068611,-86.90223056,1,21,30,2,1
7,5,2011,31.64316944,-87.18630833,1,99,8,1,0
7,5,2011,32.41042778,-87.468575,1,105,8,1,1
8,5,2011,34.70984722,-87.77590278,1,33,12,1,0
9,5,2011,33.6728,-85.90320556,1,15,35,1,1
9,5,2011,34.87948889,-87.69138611,1,77,8,1,0
11,5,2011,33.66324722,-85.69076944,1,15,42,1,0
11,5,2011,32.55643611,-85.5126,1,81,42,1,0
13,5,2011,34.07165278,-87.10611111,1,43,42,1,0
18,5,2011,33.98833056,-88.16858889,1,75,42,1,1
15,5,2011,30.69784167,-88.27627222,1,97,34,1,1
15,5,2011,31.77080833,-86.29236111,1,41,53,1,1
15,5,2011,32.62751944,-85.13706944,1,81,12,1,0
16,5,2011,30.58733889,-88.28608889,1,97,42,1,0
16,5,2011,33.01095833,-86.78940556,1,21,1,1,1
17,5,2011,31.32875833,-87.53181111,1,99,1,1,0
6,3,2011,31.02473611,-87.49051944,1,53,58,1,1
24,5,2011,30.50770278,-88.37318611,1,97,43,1,1
11,5,2011,30.76854722,-88.11038333,1,97,53,1,1
15,5,2011,34.29717222,-86.26500278,1,95,33,1,1
12,5,2011,34.20586667,-86.84279444,1,43,12,1,0
14,5,2011,30.76543889,-88.12919167,1,97,12,1,1
17,5,2011,34.28530556,-86.23126111,1,95,18,1,1
23,5,2011,34.24875556,-86.23130278,1,95,12,1,0
29,5,2011,33.46488611,-86.78613333,1,73,32,1,0
26,5,2011,32.52405556,-87.83751667,1,91,12,1,0
31,5,2011,30.28469722,-87.68629444,1,3,12,1,0
6,6,2011,34.46536389,-85.78511111,1,49,9,1,0
1,5,2011,32.34159444,-86.21163611,1,101,12,1,0
9,5,2011,30.47269167,-87.88641944,1,3,12,1,0
13,5,2011,31.44766389,-85.63630556,1,45,12,1,0
16,5,2011,34.73898611,-86.57678333,1,89,8,1,0
18,5,2011,33.9458,-86.87004444,1,43,8,1,0
20,5,2011,33.595675,-86.394125,1,115,23,1,1
20,5,2011,32.61071389,-86.71830556,1,1,12,1,1
21,5,2011,33.96770833,-85.76743056,1,55,42,1,0
21,5,2011,34.09249167,-86.18330278,1,55,42,1,1
21,5,2011,31.04162778,-85.53632222,1,61,12,1,0
21,5,2011,32.51381389,-85.93085278,1,51,34,2,1
21,5,2011,31.38229167,-87.42876944,1,99,41,1,0
21,5,2011,33.1784,-87.56704444,1,125,12,1,0
21,5,2011,32.49965556,-88.12056667,1,119,12,1,1
23,5,2011,34.63131111,-86.50223889,1,89,53,1,1
23,5,2011,32.595375,-85.15084444,1,81,35,1,1
14,5,2011,31.38251667,-88.00833056,1,129,10,1,0
28,5,2011,34.79881944,-86.73435556,1,89,9,1,1
30,5,2011,33.11882778,-86.13205,1,27,1,1,1
31,5,2011,31.91644167,-85.81308333,1,109,1,1,1
1,6,2011,34.62883889,-86.94795833,1,83,58,3,0
2,6,2011,32.76620278,-86.54913333,1,21,35,1,0
2,6,2011,33.33249722,-87.58926389,1,125,30,1,0
3,6,2011,33.93691667,-86.86856389,1,43,42,1,0
5,6,2011,34.14507222,-86.86900278,1,43,12,1,0
6,6,2011,32.20906111,-88.08899167,1,23,12,1,0
6,6,2011,31.21331111,-85.36193611,1,69,12,1,0
8,6,2011,31.10208611,-85.254775,1,69,42,1,0
10,6,2011,32.11733889,-85.07753611,1,113,42,1,0
10,6,2011,32.70663056,-87.64956944,1,65,38,1,0
10,6,2011,33.28996389,-86.44828333,1,117,12,3,0
12,6,2011,34.08517778,-86.59076111,1,9,12,1,0
12,6,2011,32.808875,-86.40448889,1,37,34,1,1
17,4,2011,33.17303889,-87.32490556,1,125,42,1,0
4,6,2011,31.69456111,-86.26621389,1,41,33,1,0
12,6,2011,32.44006667,-86.37498333,1,51,12,1,1
10,5,2011,32.32632222,-86.325575,1,101,8,1,0
18,6,2011,34.22739444,-87.62146667,1,133,12,1,0
22,6,2011,34.61323611,-86.56699722,1,89,12,1,0
25,5,2011,33.68397778,-86.53455278,1,73,12,4,0
26,5,2011,34.53085833,-86.61358889,1,103,12,2,0
26,5,2011,34.49654722,-86.63435278,1,103,1,1,0
27,5,2011,33.75902778,-86.47490278,1,115,1,1,1
28,5,2011,33.33656111,-87.39091389,1,125,42,1,1
28,5,2011,34.71357222,-86.67116389,1,89,42,1,0
29,5,2011,32.74352778,-85.92395556,1,51,1,1,1
29,5,2011,33.23728889,-86.35161667,1,121,42,1,1
29,5,2011,34.14004722,-85.92879167,1,55,34,1,1
29,5,2011,30.91035278,-87.97058611,1,97,12,1,0
30,5,2011,32.81221111,-85.31132778,1,17,42,1,1
1,6,2011,31.46077222,-86.41568889,1,39,32,1,1
2,6,2011,34.97849722,-85.60833333,1,71,1,1,0
3,6,2011,31.00272778,-86.24135556,1,39,41,1,1
4,6,2011,32.92392778,-87.07722778,1,7,42,2,1
5,6,2011,32.95978611,-86.67469444,1,21,12,1,0
7,6,2011,33.85821944,-87.37675556,1,127,1,1,0
8,6,2011,34.66011111,-86.71715833,1,89,12,1,0
8,6,2011,31.28114444,-86.26406944,1,39,1,1,0
10,6,2011,32.70555556,-86.21607778,1,51,1,1,1
18,6,2011,32.35034722,-85.12077222,1,113,1,1,0
18,6,2011,32.18514722,-87.37296944,1,131,12,2,1
18,6,2011,32.55294444,-86.45822778,1,1,12,1,1
19,6,2011,34.57486111,-87.01623611,1,103,12,1,1
19,6,2011,34.56469444,-87.22718611,1,79,32,1,1
19,6,2011,33.45918333,-86.94649722,1,73,12,1,0
21,6,2011,33.14330833,-87.74662222,1,125,32,1,0
23,6,2011,30.60386944,-87.86900556,1,3,9,1,0
24,6,2011,33.70275,-86.60210278,1,73,42,1,0
25,6,2011,34.54536111,-86.72161111,1,103,34,1,0
26,6,2011,30.47696389,-88.11343056,1,97,34,1,1
25,6,2011,33.614225,-85.746875,1,15,12,1,0
27,6,2011,31.19272222,-85.40080556,1,69,12,1,0
27,6,2011,34.16238611,-86.50089722,1,9,18,1,0
28,6,2011,31.15929167,-87.46366111,1,53,12,1,1
28,6,2011,34.38735278,-88.08568611,1,59,12,2,1
29,6,2011,32.94724722,-86.20258333,1,37,42,1,1
12,6,2011,30.57223889,-87.81848333,1,3,1,1,1
12,6,2011,32.91671944,-86.27031389,1,37,35,1,1
12,6,2011,32.40983056,-86.26546667,1,101,33,1,0
12,6,2011,30.639575,-88.39199444,1,97,42,1,1
13,6,2011,33.74050833,-85.40648056,1,29,42,1,0
13,6,2011,34.70436389,-87.65098611,1,33,8,1,0
14,6,2011,30.60311944,-87.89808056,1,3,12,1,0
14,6,2011,32.04540556,-86.215875,1,101,12,1,1
14,6,2011,32.55799167,-86.31946667,1,51,12,1,0
14,6,2011,31.02193056,-86.61284722,1,39,12,3,0
15,6,2011,31.59473056,-87.61436944,1,25,12,1,1
15,6,2011,34.47961389,-86.73760833,1,103,12,1,0
16,6,2011,34.79859722,-87.64844167,1,77,12,1,0
17,6,2011,33.60051944,-86.19804444,1,115,32,1,1
19,6,2011,33.52804167,-86.93543611,1,73,1,1,0
20,6,2011,33.738375,-87.02711389,1,73,1,1,0
20,6,2011,32.02313056,-86.51496389,1,85,12,1,0
21,6,2011,31.25344167,-87.04611667,1,53,1,1,0
25,6,2011,33.54538333,-86.7606,1,73,8,1,1
29,6,2011,33.36897222,-88.02148889,1,107,43,1,1
29,3,2011,34.430275,-86.89949444,1,103,12,1,0
5,6,2011,33.59561667,-85.87223611,1,15,12,1,1
24,6,2011,31.73105,-87.76823056,1,25,12,1,0
24,6,2011,32.81907778,-85.18373333,1,17,43,1,1
25,6,2011,32.36532778,-86.371175,1,101,42,1,1
21,6,2011,34.46626667,-87.25903889,1,79,8,1,0
1,7,2011,33.24712222,-87.67606944,1,125,12,2,0
8,7,2011,34.22118889,-85.57235,1,19,12,2,0
1,7,2011,33.17089444,-87.52903056,1,125,12,1,0
1,7,2011,33.24695278,-86.28937778,1,121,42,1,0
1,7,2011,32.592175,-86.96714167,1,47,42,1,1
2,7,2011,33.61445,-86.42610556,1,115,34,1,1
1,7,2011,33.74029444,-87.28272778,1,127,12,1,0
2,7,2011,31.06813611,-85.43292778,1,69,32,1,0
2,7,2011,34.80276944,-87.20034167,1,83,12,1,1
3,7,2011,32.06893889,-87.30291944,1,131,42,1,0
4,7,2011,33.64620556,-86.74130833,1,73,52,1,0
4,7,2011,30.60003056,-87.84875,1,3,30,1,1
6,7,2011,34.61715278,-86.57998056,1,89,43,1,0
31,5,2011,34.79428056,-87.62427222,1,33,19,1,0
9,6,2011,34.87348611,-87.62002222,1,77,53,1,1
6,7,2011,34.80665833,-87.65566389,1,77,8,1,0
12,7,2011,34.19992222,-86.81870833,1,43,12,1,0
14,7,2011,34.50729722,-85.84656667,1,49,34,2,1
20,7,2011,33.12815278,-85.35717222,1,111,12,1,0
21,6,2011,34.95419722,-87.253975,1,77,35,1,1
22,6,2011,32.36539167,-86.28309722,1,101,24,1,0
15,5,2011,32.36835556,-86.30206944,1,101,12,1,0
19,7,2011,34.50814722,-87.28771944,1,79,14,1,0
2,7,2011,34.628025,-86.90846389,1,83,12,1,0
3,7,2011,30.55466667,-88.14646389,1,97,8,1,0
3,7,2011,33.478875,-87.16143889,1,73,24,1,1
8,7,2011,34.57481944,-86.1241,1,71,12,2,0
8,7,2011,34.30270278,-86.90771389,1,43,35,1,1
8,7,2011,32.67305,-86.50831667,1,1,34,1,0
9,7,2011,31.14183611,-87.41278333,1,53,1,1,0
9,7,2011,32.59686667,-85.55952778,1,81,38,2,1
9,7,2011,32.46913889,-85.06491667,1,113,12,1,0
9,7,2011,30.52126111,-88.17027222,1,97,8,1,0
9,7,2011,33.89247778,-86.85498056,1,9,42,1,0
10,7,2011,31.49700556,-86.07797778,1,31,42,2,1
10,7,2011,33.79888056,-87.25065,1,127,12,1,0
11,7,2011,34.12932778,-87.13853333,1,133,42,1,0
13,7,2011,32.41268333,-85.03831944,1,113,12,1,0
13,7,2011,31.27017778,-85.37743889,1,69,8,1,0
13,7,2011,30.38733333,-87.717225,1,3,30,1,1
13,7,2011,30.56969722,-88.22071944,1,97,1,1,1
15,7,2011,31.36863333,-85.59985833,1,45,42,1,1
16,7,2011,34.397525,-87.61041389,1,59,12,1,1
16,7,2011,32.28103611,-87.25964167,1,47,1,1,1
18,7,2011,34.48677778,-87.37206944,1,79,12,1,0
23,5,2011,30.40239722,-87.58148333,1,3,42,1,0
17,7,2011,33.58424444,-86.70514167,1,73,12,1,0
29,7,2011,33.70966944,-87.852,1,57,30,1,0
31,7,2011,31.30735556,-85.68143889,1,45,42,1,1
16,6,2011,33.65179167,-86.81145,1,73,12,1,0
4,7,2011,31.16004444,-85.34448889,1,69,12,1,0
9,7,2011,33.72132222,-86.62235833,1,73,38,1,1
23,7,2011,32.64304167,-86.94131667,1,47,42,1,1
23,7,2011,31.63890556,-87.67894444,1,25,12,1,0
23,7,2011,34.84721667,-87.03777778,1,83,12,1,0
24,7,2011,34.56778611,-87.12900556,1,79,34,1,1
25,7,2011,33.35633333,-86.48852778,1,117,34,1,0
27,7,2011,34.76793333,-86.55299722,1,89,35,1,1
27,7,2011,31.08175278,-87.17552778,1,53,42,1,1
28,7,2011,34.67360833,-86.035775,1,71,8,1,0
28,7,2011,33.55326944,-86.09319167,1,121,34,1,1
29,7,2011,30.68914167,-88.04418056,1,97,8,1,0
30,7,2011,34.75193611,-86.70354444,1,89,42,2,1
30,7,2011,32.32295278,-86.90602778,1,47,24,1,0
30,7,2011,32.32956944,-87.57762222,1,91,42,1,1
30,7,2011,34.8204,-87.01775833,1,83,50,2,0
30,7,2011,34.36460556,-85.80673056,1,49,42,1,0
30,7,2011,34.99055,-87.90937778,1,77,43,1,0
30,7,2011,32.7511,-86.45009722,1,21,1,1,0
31,7,2011,32.24899444,-86.28490556,1,101,12,1,1
31,7,2011,32.24087222,-86.19114444,1,101,34,1,1
16,7,2011,31.83036944,-87.54101389,1,131,12,1,1
29,7,2011,34.84867778,-86.458325,1,89,34,1,0
17,7,2011,33.54734167,-86.78099444,1,73,12,1,0
1,8,2011,32.56824444,-86.46515833,1,1,12,1,0
1,8,2011,30.67664722,-88.187225,1,97,8,1,0
2,8,2011,33.78405278,-86.64764722,1,9,35,1,1
3,8,2011,31.27052778,-88.047675,1,129,12,1,0
1,8,2011,32.66995278,-86.50641111,1,1,1,1,0
1,8,2011,33.50109444,-86.91781111,1,73,12,1,0
2,8,2011,32.42152222,-86.23089444,1,101,52,1,1
7,8,2011,34.87703333,-87.70898611,1,77,12,1,1
7,8,2011,34.5522,-87.69315,1,59,43,1,1
14,8,2011,33.98366944,-85.83060278,1,55,1,1,1
10,8,2011,33.67424722,-86.69614167,1,73,12,1,0
8,8,2011,32.56066667,-86.19165,1,51,59,1,0
24,7,2011,32.66505556,-85.23654722,1,81,42,1,1
31,7,2011,32.40281944,-87.82787222,1,91,1,1,1
28,7,2011,33.53178889,-86.80438333,1,73,8,1,0
10,8,2011,32.36149444,-86.18787222,1,101,12,1,0
10,8,2011,34.64136389,-87.14095833,1,79,8,1,0
11,8,2011,34.528825,-86.23308333,1,95,42,1,1
13,8,2011,31.445375,-85.65460278,1,45,12,1,0
14,8,2011,30.68810833,-88.127525,1,97,12,1,0
15,8,2011,34.86130278,-87.040675,1,83,32,1,0
15,8,2011,34.17967778,-85.53115,1,19,24,1,1
15,8,2011,32.18566389,-86.68500556,1,85,42,1,0
16,8,2011,31.12843889,-85.075625,1,69,12,1,1
17,8,2011,34.481125,-87.03426944,1,103,12,1,0
