"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0","LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","HARM_EV,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
31,3,2010,99.9999,999.9999,1,91,12,1,0
3,4,2010,34.65635556,-85.60430556,1,49,1,1,0
3,4,2010,32.80230833,-86.66976944,1,21,12,1,0
4,4,2010,33.834975,-87.58827222,1,57,34,1,0
4,4,2010,33.87958056,-87.34879167,1,127,42,1,1
5,4,2010,33.64565278,-85.65857222,1,15,12,1,0
5,4,2010,32.4807,-84.9986,1,113,12,1,0
5,4,2010,32.93394722,-86.66026389,1,21,42,1,0
10,3,2010,31.48913611,-85.91366111,1,31,12,1,0
10,3,2010,32.95979722,-86.00148056,1,123,35,1,0
10,3,2010,33.84114167,-87.23746944,1,127,12,1,0
11,3,2010,33.87365833,-85.9152,1,15,14,2,0
13,3,2010,32.24699722,-87.40649722,1,47,42,1,1
14,3,2010,32.0571,-85.22897222,1,5,34,1,0
14,3,2010,32.19651389,-86.43018333,1,85,10,2,1
15,3,2010,31.12499444,-88.10083611,1,97,34,1,1
19,3,2010,33.25655278,-87.16114444,1,125,34,2,1
21,3,2010,33.59496944,-85.85558611,1,15,42,1,0
23,3,2010,30.61531111,-87.66617778,1,3,34,1,1
23,3,2010,31.28849444,-87.18938889,1,35,1,1,0
26,3,2010,31.38073333,-86.63540556,1,39,1,1,0
14,3,2010,33.16298056,-87.62550556,1,125,12,1,2
15,3,2010,31.6475,-85.94887778,1,109,12,1,1
15,3,2010,33.65087778,-85.419475,1,29,44,1,0
17,3,2010,32.49165,-85.02736667,1,113,12,1,0
18,3,2010,34.50513889,-87.69294167,1,59,12,1,0
23,3,2010,30.51655833,-88.17014444,1,97,12,1,0
28,3,2010,32.16983056,-88.29301389,1,23,8,1,0
29,3,2010,31.88664167,-87.09350556,1,131,54,1,0
29,3,2010,32.77772222,-86.23073333,1,37,1,1,1
30,3,2010,33.14306389,-86.53433333,1,117,42,1,0
31,3,2010,33.84519722,-85.66683333,1,15,12,1,0
31,3,2010,33.06022778,-87.03201667,1,7,59,1,1
1,4,2010,32.45319722,-88.15328889,1,119,12,1,0
5,4,2010,32.60312222,-85.34076667,1,81,42,1,0
6,4,2010,33.68271944,-87.24535,1,127,12,1,0
7,4,2010,31.03080833,-88.02403889,1,97,12,4,0
8,4,2010,32.35648333,-86.98151111,1,47,12,1,0
9,4,2010,33.16962222,-87.55240278,1,125,1,1,0
9,4,2010,32.74766111,-88.08644722,1,63,1,1,0
10,4,2010,34.75875,-86.56333889,1,89,24,1,1
9,4,2010,30.4066,-87.79114722,1,3,12,1,0
10,4,2010,34.90099444,-87.27672778,1,77,32,1,0
10,4,2010,32.89049722,-86.21039167,1,37,34,1,1
10,4,2010,34.96743889,-87.8701,1,77,42,1,0
11,4,2010,33.27704167,-86.94737222,1,73,42,2,1
28,1,2010,34.733,-86.59788611,1,89,39,1,0
5,2,2010,32.61251944,-86.15980556,1,51,12,1,0
8,3,2010,32.60510833,-85.48175556,1,81,1,1,1
29,3,2010,32.45051667,-87.01373611,1,47,30,1,1
30,3,2010,30.57781667,-87.44945556,1,3,42,3,1
7,4,2010,31.18984722,-85.39756389,1,69,12,2,0
9,4,2010,31.03469722,-85.40651389,1,69,12,1,0
13,4,2010,34.70495556,-86.39528333,1,89,12,2,0
14,4,2010,31.68071111,-87.78370278,1,25,34,1,0
14,4,2010,33.8678,-87.16696667,1,127,12,1,1
14,4,2010,31.13848611,-85.64984444,1,61,1,1,0
15,4,2010,32.23379444,-88.34761944,1,23,8,1,0
16,4,2010,34.80257222,-86.93895556,1,83,1,1,0
17,4,2010,34.86475,-87.35036944,1,77,42,1,1
17,4,2010,34.961925,-87.35045,1,77,1,1,1
18,4,2010,33.46704167,-88.18523889,1,107,34,1,1
19,4,2010,32.46798056,-85.073625,1,113,8,1,0
19,4,2010,31.02638611,-86.73146111,1,53,42,2,0
22,4,2010,31.18496667,-85.4019,1,69,9,1,1
22,4,2010,33.08831389,-86.28490556,1,37,12,1,0
23,4,2010,30.43184722,-88.25218611,1,97,53,1,0
23,4,2010,33.82011111,-87.15377222,1,127,12,1,0
23,4,2010,33.96101667,-87.67146667,1,93,34,1,0
24,4,2010,31.41710833,-85.33065556,1,67,12,1,2
24,4,2010,34.00878056,-86.25674167,1,55,18,1,1
25,4,2010,34.38071389,-86.41741667,1,95,12,2,0
25,4,2010,34.64918333,-87.1825,1,79,30,1,1
28,4,2010,30.53785,-88.18385,1,97,12,1,0
1,5,2010,32.8013,-87.542175,1,65,34,1,1
1,5,2010,34.7768,-86.59878611,1,89,30,1,0
2,5,2010,33.705225,-87.08398889,1,127,12,1,1
3,5,2010,32.14735556,-85.78020833,1,11,42,1,0
3,5,2010,33.14598333,-87.52190833,1,125,12,1,0
6,5,2010,32.60403056,-85.95049167,1,51,42,1,1
6,5,2010,32.98491389,-86.65766944,1,21,12,1,1
7,5,2010,33.54828056,-86.58213056,1,73,25,2,1
10,5,2010,34.02061389,-88.18481944,1,75,34,1,1
20,3,2010,33.42148333,-86.94885278,1,73,12,1,0
23,3,2010,33.33832778,-86.92355,1,73,52,1,0
31,3,2010,33.55668611,-86.97293333,1,73,14,1,0
1,4,2010,32.31073056,-86.36282778,1,101,12,1,0
14,4,2010,33.448675,-86.87883611,1,73,42,1,0
29,4,2010,33.64898333,-86.71859444,1,73,12,1,0
30,4,2010,33.65859444,-86.59231667,1,73,12,1,0
27,2,2010,32.57943889,-85.47069444,1,81,24,1,1
7,4,2010,34.85951667,-87.50174722,1,77,1,1,0
8,4,2010,32.34070556,-86.179225,1,101,12,1,0
8,4,2010,30.99841667,-86.33716389,1,39,8,1,0
18,4,2010,31.57925556,-85.28053611,1,67,12,1,1
22,4,2010,30.65861111,-88.06202222,1,97,12,1,0
23,4,2010,32.50883333,-86.21406111,1,51,12,1,0
24,4,2010,32.09066111,-88.20202778,1,23,12,1,1
1,5,2010,34.22015833,-85.584675,1,19,32,1,1
3,5,2010,34.25814722,-86.24438056,1,95,34,1,1
9,5,2010,34.75930278,-86.78591111,1,83,42,1,1
1,1,2010,33.23437222,-86.49279167,1,117,42,1,0
15,4,2010,30.76691667,-88.25955,1,97,58,1,0
22,4,2010,32.39591667,-85.97912222,1,87,24,1,0
30,4,2010,33.78009722,-86.62537778,1,9,12,1,0
8,5,2010,31.58405556,-87.59298611,1,25,1,1,0
9,5,2010,34.87120556,-87.01886389,1,83,12,1,1
10,5,2010,33.21602222,-87.13181111,1,7,12,1,1
11,5,2010,30.84041667,-88.30029444,1,97,1,1,1
11,5,2010,34.900425,-87.80057222,1,77,12,1,0
11,5,2010,31.45809167,-87.36401667,1,99,12,1,0
11,5,2010,32.49755556,-86.39908889,1,51,12,1,0
12,5,2010,31.29836944,-85.78609722,1,45,12,1,0
12,5,2010,31.55399167,-87.80881667,1,25,42,1,1
15,5,2010,33.54413056,-86.67686111,1,73,12,1,0
17,5,2010,33.84413056,-87.25046667,1,127,12,1,0
17,5,2010,33.85740833,-87.227025,1,127,42,1,1
17,5,2010,34.35196944,-86.44159722,1,95,12,1,0
17,5,2010,34.53411944,-85.90100556,1,49,59,1,0
19,5,2010,30.77866667,-88.28270833,1,97,32,1,1
20,5,2010,31.17889444,-86.33581389,1,39,1,1,0
24,5,2010,32.97051111,-86.206225,1,37,12,1,0
24,5,2010,33.27000833,-87.49306667,1,125,12,2,0
26,5,2010,34.67490833,-85.58881667,1,49,34,1,0
14,4,2010,34.19456667,-87.62218889,1,133,12,1,0
11,5,2010,33.55808889,-86.52458889,1,115,12,1,0
12,5,2010,30.62893889,-88.11415,1,97,8,1,0
15,5,2010,33.60532778,-86.55173056,1,73,59,1,0
20,5,2010,31.31016389,-85.53558611,1,45,10,1,0
23,5,2010,33.63189722,-86.10100278,1,121,1,1,1
25,5,2010,30.69031111,-88.01861944,1,97,25,1,0
31,5,2010,32.50703333,-85.053975,1,113,30,1,0
20,5,2010,32.91074444,-87.87471944,1,63,24,1,0
25,5,2010,32.26340278,-85.93999444,1,11,42,1,1
21,5,2010,32.60828611,-86.39316389,1,51,12,1,0
22,5,2010,33.10281389,-87.66319444,1,125,34,1,0
25,5,2010,31.52654167,-87.92710278,1,25,12,1,0
26,5,2010,34.79938333,-86.87745833,1,83,32,1,1
23,5,2010,32.28532222,-86.01085278,1,101,5,1,0
27,5,2010,32.37367222,-86.03610278,1,101,8,1,0
26,5,2010,31.15047778,-85.94336389,1,61,12,1,0
30,5,2010,33.976,-85.61657222,1,19,53,1,0
31,5,2010,31.80071389,-86.67157222,1,13,12,4,0
31,5,2010,32.54071667,-85.74341944,1,87,42,1,1
2,6,2010,34.64913056,-86.03663889,1,71,12,1,0
4,6,2010,33.95811667,-87.33775278,1,127,12,1,0
4,6,2010,33.60248611,-86.06449167,1,121,42,1,1
31,5,2010,33.38188611,-86.32822778,1,121,1,1,0
2,6,2010,34.82703333,-86.53586389,1,89,11,1,0
5,6,2010,34.84190556,-86.44371389,1,89,35,1,1
5,6,2010,34.07105278,-86.87513611,1,43,8,1,0
13,6,2010,33.78910833,-86.23900556,1,115,24,1,0
13,6,2010,34.03095556,-86.45291389,1,9,34,1,0
14,6,2010,31.62696667,-86.79961944,1,13,1,1,0
11,6,2010,31.10414722,-88.23828889,1,97,8,1,0
13,6,2010,34.64704444,-86.728225,1,89,5,1,1
6,6,2010,33.39763333,-85.52720278,1,111,1,1,0
3,6,2010,33.44918333,-86.78948889,1,73,12,1,0
29,4,2010,32.40093056,-86.2127,1,101,8,1,0
13,5,2010,33.53219167,-86.84500833,1,73,12,1,0
2,6,2010,33.5109,-86.81569167,1,73,30,1,0
8,6,2010,34.73425,-87.69913611,1,33,12,1,0
19,6,2010,34.54399722,-86.89442222,1,103,12,1,0
11,6,2010,34.97003333,-87.38686389,1,77,12,1,0
12,6,2010,32.77784722,-86.31925833,1,37,42,1,1
15,6,2010,31.93693889,-86.31581389,1,41,12,1,1
16,6,2010,32.97233889,-85.40329444,1,17,34,1,0
16,6,2010,33.33056389,-85.62638889,1,111,42,1,1
17,6,2010,33.69463889,-87.12620556,1,127,1,1,0
18,6,2010,33.76886111,-86.46632222,1,115,12,1,0
19,6,2010,32.52085278,-85.73398889,1,87,34,1,1
19,6,2010,31.00204722,-87.30115,1,53,42,1,1
19,6,2010,34.55023056,-86.200575,1,95,53,1,1
19,6,2010,32.27975,-86.76372222,1,85,12,1,1
16,5,2010,30.71139167,-88.0778,1,97,12,1,2
9,6,2010,30.67611667,-88.18271667,1,97,12,1,0
13,6,2010,31.96305,-87.74321111,1,25,34,1,0
18,6,2010,34.31555278,-86.50100278,1,95,12,1,0
19,6,2010,32.49633333,-87.81234722,1,91,8,1,0
19,6,2010,33.600225,-86.48161667,1,115,12,1,0
20,6,2010,32.98462778,-87.16138611,1,7,12,1,0
26,6,2010,31.85723889,-85.17955556,1,5,12,1,0
27,6,2010,30.23792778,-87.90481389,1,3,12,1,0
30,6,2010,33.32245,-85.73677778,1,27,12,1,0
2,7,2010,33.20617222,-87.51211389,1,125,8,1,0
2,7,2010,30.64764722,-88.089125,1,97,8,1,0
3,7,2010,31.37492778,-85.91537222,1,31,1,1,1
6,7,2010,31.34038889,-85.77643333,1,45,38,2,0
23,4,2010,33.74394167,-86.813975,1,73,12,1,0
3,6,2010,33.51738889,-87.01358611,1,73,12,1,0
6,6,2010,33.59132222,-86.155,1,121,12,1,1
7,6,2010,30.82318889,-87.69802222,1,3,12,1,2
11,6,2010,32.84002222,-87.60839167,1,65,12,1,0
12,6,2010,32.08775,-87.78103611,1,91,8,1,0
17,6,2010,32.48383611,-88.35014167,1,119,1,1,0
18,6,2010,34.93370833,-86.77425,1,89,12,1,1
19,6,2010,32.00541389,-88.36643333,1,23,14,1,0
20,6,2010,32.45431944,-85.53685278,1,87,8,1,0
21,6,2010,34.93573611,-85.62723333,1,71,34,1,0
21,6,2010,33.86375278,-87.40511389,1,127,1,1,0
22,6,2010,34.23104444,-86.32825556,1,95,32,1,1
26,6,2010,32.54742778,-86.35381111,1,51,34,1,1
27,6,2010,31.79353333,-87.40526944,1,99,35,1,0
28,6,2010,33.25587778,-87.53048056,1,125,12,1,0
29,6,2010,33.72896944,-86.48075833,1,115,30,1,1
29,6,2010,34.93618611,-86.81031667,1,83,59,1,0
30,6,2010,34.79095,-86.66709167,1,89,12,1,0
30,6,2010,34.23123611,-85.550525,1,19,1,1,1
30,6,2010,32.24173056,-86.29549444,1,101,12,1,0
3,7,2010,30.93590833,-88.21054722,1,97,59,1,1
4,7,2010,32.51994444,-85.21964444,1,81,42,1,0
4,7,2010,32.21642222,-85.65069167,1,11,35,1,1
4,7,2010,32.30972222,-86.12874722,1,101,30,1,1
5,7,2010,30.52396944,-88.26508333,1,97,57,1,0
5,7,2010,34.34091944,-85.55671667,1,19,34,1,1
6,7,2010,31.6247,-86.34276389,1,41,34,1,0
7,7,2010,33.30900278,-85.46804444,1,111,12,1,0
7,7,2010,33.26526389,-85.89354444,1,27,38,1,1
9,7,2010,33.827525,-85.85555278,1,15,34,1,1
11,7,2010,33.560725,-87.94857778,1,75,42,1,0
28,5,2010,32.18413056,-85.70585833,1,11,42,1,1
27,6,2010,32.55727222,-85.37450833,1,81,8,1,0
9,7,2010,34.52200833,-86.25254444,1,95,33,1,0
20,7,2010,34.15109444,-85.67567778,1,19,41,1,1
2,7,2010,34.63760278,-87.6493,1,33,1,1,0
11,7,2010,34.32579722,-86.05555278,1,49,12,1,0
11,7,2010,33.09329444,-87.13796944,1,7,1,1,0
12,7,2010,33.28326944,-87.65174722,1,125,1,1,0
12,7,2010,31.436325,-86.611725,1,39,1,1,0
13,7,2010,33.66603333,-88.03896667,1,75,34,1,0
17,7,2010,34.65106389,-85.94369444,1,71,34,1,1
18,7,2010,34.64488333,-86.55006111,1,89,30,1,1
20,7,2010,31.27476389,-86.34352778,1,39,8,1,0
24,6,2010,33.59674722,-85.86862778,1,15,12,1,1
27,6,2010,30.74355278,-88.10998889,1,97,33,1,1
16,7,2010,34.646825,-87.8894,1,33,59,1,0
18,7,2010,31.04039722,-86.10196667,1,61,30,1,0
19,7,2010,34.74373889,-86.05226389,1,71,42,1,1
10,7,2010,32.525375,-88.29492778,1,119,1,1,0
22,7,2010,30.77658333,-88.27650833,1,97,34,1,1
23,7,2010,34.14057222,-86.86878333,1,43,32,1,0
24,7,2010,31.50936389,-87.88125833,1,25,1,1,1
25,7,2010,31.71916944,-87.41407222,1,99,1,1,0
25,7,2010,34.821775,-86.84121111,1,83,32,1,0
26,7,2010,32.75014722,-86.1436,1,51,1,1,1
28,7,2010,32.41776944,-85.94204444,1,87,24,1,0
19,7,2010,34.31958889,-86.31143611,1,95,12,1,0
19,3,2010,33.55013056,-85.89293611,1,121,5,1,0
24,7,2010,33.45019167,-86.74106389,1,73,12,1,1
11,1,2010,32.62070833,-85.945025,1,51,8,1,0
26,7,2010,34.699675,-87.63996667,1,33,12,1,0
5,7,2010,33.66433611,-86.75888333,1,73,42,1,1
18,7,2010,33.51367778,-86.87237222,1,73,8,1,0
29,7,2010,33.59988333,-86.56943333,1,73,34,1,0
1,8,2010,33.34483333,-87.13080833,1,73,42,2,1
23,7,2010,34.46151944,-86.94863889,1,103,12,1,1
2,8,2010,32.48418889,-85.03149167,1,113,12,1,0
4,8,2010,30.74763056,-88.1611,1,97,42,1,1
8,8,2010,34.77148611,-86.50661111,1,89,12,1,0
17,5,2010,33.22537778,-86.57007222,1,117,12,1,0
13,7,2010,32.65209167,-85.14856944,1,81,42,1,0
17,7,2010,32.29256667,-87.34488611,1,47,12,1,1
22,7,2010,31.15878056,-88.01407778,1,129,42,1,0
30,7,2010,32.51701667,-85.64633611,1,87,42,1,0
31,7,2010,31.75055,-85.87366944,1,109,8,1,0
31,7,2010,31.07877778,-85.04898611,1,69,34,1,1
17,3,2010,32.26660556,-86.60751111,1,85,12,1,0
31,7,2010,30.60398056,-87.66284167,1,3,12,1,1
31,7,2010,32.39738333,-86.67029444,1,1,42,1,1
1,8,2010,33.19778056,-87.9402,1,107,8,1,1
1,8,2010,34.82729722,-87.76526944,1,77,30,1,0
1,8,2010,32.58168056,-86.91653333,1,47,32,1,0
4,8,2010,33.26461667,-87.54355278,1,125,42,1,0
5,8,2010,34.56360278,-87.08653056,1,103,34,1,1
6,8,2010,32.54376667,-86.44945833,1,1,59,1,0
6,8,2010,32.71201111,-85.97898889,1,51,12,1,0
6,8,2010,33.20279167,-87.56701389,1,125,12,1,0
6,8,2010,34.61949444,-86.45631389,1,89,35,1,1
9,8,2010,34.08921111,-85.4733,1,19,1,1,0
11,8,2010,33.63286111,-86.23778889,1,115,42,1,0
23,7,2010,33.78698611,-86.39381389,1,115,42,1,0
28,7,2010,33.81817222,-86.69537778,1,9,12,1,0
31,7,2010,34.52543611,-87.206275,1,79,12,2,0
31,7,2010,33.41452222,-86.29620278,1,121,42,3,1
10,8,2010,33.313375,-86.6921,1,117,42,1,0
10,8,2010,34.30807778,-87.59323889,1,59,1,1,0
10,8,2010,34.74884167,-86.79625556,1,83,12,1,0
11,8,2010,33.27804167,-87.81771111,1,125,42,1,0
11,8,2010,34.5528,-87.84725278,1,59,42,1,0
21,8,2010,34.13121667,-86.12150556,1,55,12,1,0
12,8,2010,34.00370278,-86.88533056,1,43,32,1,1
12,8,2010,31.41896667,-87.00242778,1,35,11,1,0
12,8,2010,30.50511389,-88.33491111,1,97,18,1,0
13,8,2010,33.57081111,-86.63815278,1,73,1,1,0
13,8,2010,33.69791667,-87.29346944,1,127,1,1,0
14,8,2010,34.90485556,-86.87468056,1,83,12,1,0
14,8,2010,32.567575,-85.49011111,1,81,12,1,0
14,8,2010,33.64116667,-86.08775,1,121,38,1,1
15,8,2010,32.31200833,-85.08146667,1,113,42,1,1
15,8,2010,33.17338889,-86.97919444,1,117,59,1,1
15,8,2010,33.78746389,-86.1283,1,115,42,1,1
14,8,2010,32.43766944,-86.37349167,1,51,12,1,1
16,8,2010,30.62897222,-88.08891667,1,97,12,1,0
17,8,2010,34.24914722,-86.256275,1,95,12,1,1
26,6,2010,32.87459444,-85.19503611,1,17,12,1,1
18,7,2010,33.25061667,-86.34064167,1,121,12,1,0
27,7,2010,33.53365278,-86.84196667,1,73,12,1,0
18,8,2010,31.324075,-86.78692222,1,35,42,1,1
17,8,2010,33.80626944,-87.13938056,1,127,12,1,1
18,8,2010,31.47122778,-86.95376667,1,35,34,2,0
21,8,2010,34.30244167,-86.69092778,1,43,34,1,0
22,8,2010,31.555025,-87.93768056,1,25,1,1,1
13,8,2010,30.25988889,-87.70095278,1,3,59,2,1
16,8,2010,34.77053333,-86.65030833,1,89,38,1,0
18,8,2010,31.17576389,-85.23886667,1,69,12,1,0
18,8,2010,33.43879167,-86.80789167,1,73,42,1,0
21,8,2010,32.14334722,-85.716175,1,11,8,1,0
23,8,2010,34.63025556,-85.71502222,1,49,34,1,1
1,9,2010,33.38426111,-87.14355556,1,73,1,1,1
7,8,2010,31.41564722,-86.10182222,1,31,12,1,0
29,8,2010,30.46980556,-87.7002,1,3,12,1,0
7,9,2010,32.56586667,-85.49283611,1,81,12,1,0
10,9,2010,32.43073333,-87.00926389,1,47,35,1,1
8,8,2010,33.22558611,-87.69746944,1,125,32,1,0
11,8,2010,31.15885833,-87.062725,1,53,12,2,2
12,8,2010,32.45003611,-88.40076944,1,119,1,1,0
15,8,2010,32.97101667,-87.282325,1,7,35,1,0
15,8,2010,34.52349444,-86.84447778,1,103,1,1,1
18,8,2010,31.30618333,-85.888575,1,31,12,1,0
20,8,2010,31.35971944,-85.28201667,1,67,42,1,1
21,8,2010,33.62291944,-85.72990278,1,15,32,1,1
22,8,2010,31.86193056,-85.91496389,1,109,35,1,0
22,8,2010,32.32893333,-85.01898333,1,113,34,1,1
24,8,2010,34.84944444,-85.62040278,1,71,35,1,0
25,8,2010,31.01183056,-85.04406667,1,69,1,1,1
24,8,2010,34.88295556,-86.87517778,1,83,12,2,0
25,8,2010,32.61306389,-87.83316111,1,63,12,1,0
27,8,2010,32.47521389,-85.03025278,1,113,12,1,0
