"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0",,"LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
11,3,2013,,37.59076944,-120.956,6,99,3,0
14,9,2013,,34.05538889,-118.2282389,6,37,1,1
12,9,2013,,37.79522222,-122.2663611,6,1,1,1
13,10,2013,,32.84963611,-117.2160556,6,73,1,0
13,10,2013,,35.76133056,-119.0323,6,29,1,0
15,9,2013,,37.73196111,-122.1888833,6,1,1,2
13,10,2013,,36.72246944,-119.3085694,6,19,1,0
14,10,2013,,33.71249167,-117.8781111,6,59,2,0
12,10,2013,,35.32503889,-119.0504722,6,29,1,1
14,10,2013,,39.32809722,-120.3860972,6,57,1,0
12,10,2013,,33.97557222,-117.5023694,6,65,3,1
14,10,2013,,34.20848056,-118.3965111,6,37,1,0
8,9,2013,,33.46246944,-117.6422306,6,59,1,0
15,10,2013,,36.34498889,-119.4224889,6,107,1,0
12,10,2013,,34.39917222,-118.9040333,6,111,1,0
13,10,2013,,37.01251944,-121.5642111,6,85,1,1
15,10,2013,,33.91730278,-117.9606306,6,59,1,0
13,10,2013,,33.03546944,-116.5628611,6,73,1,0
13,10,2013,,37.30154444,-120.5015361,6,47,1,0
13,10,2013,,34.46987778,-117.5727389,6,71,1,0
14,8,2013,,33.78983056,-118.2197806,6,37,1,0
16,10,2013,,35.37171944,-118.9498694,6,29,1,1
17,10,2013,,37.90889444,-121.288175,6,77,1,1
17,10,2013,,35.37773889,-118.8481111,6,29,1,1
16,10,2013,,34.3437,-118.9057889,6,111,1,0
17,10,2013,,36.68275833,-121.6583639,6,53,1,0
20,10,2013,,33.71716944,-117.3624944,6,65,1,0
18,10,2013,,35.25356111,-118.9142389,6,29,1,1
20,10,2013,,33.69055,-116.2078167,6,65,1,1
19,10,2013,,33.99155833,-117.3963472,6,65,1,1
10,9,2013,,33.71553056,-118.0239361,6,59,1,0
19,10,2013,,35.24391111,-116.09485,6,71,1,0
19,10,2013,,32.72911944,-117.0152389,6,73,1,1
14,10,2013,,33.93067222,-118.12765,6,37,1,1
20,10,2013,,34.15455278,-116.4883861,6,71,1,1
19,10,2013,,33.35315556,-117.159125,6,73,2,0
9,10,2013,,38.639175,-121.3495111,6,67,1,0
21,10,2013,,33.77334722,-118.2951944,6,37,1,0
19,10,2013,,34.259675,-118.3114083,6,37,1,0
4,9,2013,,38.01471944,-122.2698,6,13,1,0
19,10,2013,,38.47596111,-122.89485,6,97,1,0
11,9,2013,,38.02225278,-121.9418139,6,13,1,0
19,10,2013,,33.17124444,-117.2259278,6,73,1,1
6,4,2013,,34.00465,-118.3418194,6,37,1,0
6,10,2013,,33.40698889,-117.2029806,6,73,1,1
19,10,2013,,34.27288056,-118.4292972,6,37,1,0
12,10,2013,,37.44933889,-121.0036194,6,99,1,1
24,5,2013,,38.36381944,-121.3488389,6,67,1,0
19,10,2013,,39.2849,-120.9641,6,57,1,1
4,5,2013,,36.68731111,-119.7529694,6,19,2,0
28,7,2013,,37.90158333,-122.3150389,6,13,1,1
19,10,2013,,35.45755,-119.2610889,6,29,1,1
7,5,2013,,33.667675,-116.1598972,6,65,1,0
29,4,2013,,33.82696667,-118.3692389,6,37,1,0
9,9,2013,,33.68687778,-117.9540778,6,59,1,0
15,10,2013,,36.73186111,-120.3603194,6,19,1,1
16,8,2013,,33.65056389,-117.9588361,6,59,1,0
10,9,2013,,34.61636111,-118.1791694,6,37,1,0
19,10,2013,,33.83704167,-117.3050944,6,65,1,0
12,9,2013,,33.90441111,-117.1741056,6,65,1,0
19,10,2013,,37.51135833,-120.9945528,6,99,1,0
12,10,2013,,33.55583056,-117.5491389,6,59,1,0
19,8,2013,,33.70804167,-116.2414833,6,65,1,0
20,10,2013,,33.49098056,-117.14435,6,65,1,1
20,8,2013,,40.46758889,-120.6094111,6,35,1,0
20,10,2013,,35.65178889,-117.7233694,6,29,1,0
20,10,2013,,34.0039,-117.4569889,6,65,1,1
4,10,2013,,37.99016944,-122.5000889,6,41,1,0
31,8,2013,,37.95277778,-122.0047444,6,13,1,1
22,10,2013,,34.30543056,-119.1294806,6,111,1,0
22,10,2013,,38.6064,-121.4472722,6,67,1,0
18,10,2013,,33.85228333,-117.3912778,6,65,1,0
22,10,2013,,38.61747778,-121.3552306,6,67,1,0
12,10,2013,,37.897075,-121.4790306,6,77,1,1
22,10,2013,,35.23143056,-119.0031611,6,29,1,0
21,10,2013,,38.47333889,-121.4184639,6,67,1,0
21,10,2013,,36.29828889,-121.2140861,6,53,1,0
15,10,2013,,34.63121111,-118.1833222,6,37,1,0
21,10,2013,,37.2964,-120.4771333,6,47,1,0
21,10,2013,,34.10663333,-117.453625,6,71,3,0
22,10,2013,,37.80783611,-120.6670667,6,99,1,0
22,10,2013,,33.93099167,-118.2869917,6,37,1,1
21,10,2013,,33.72559444,-118.3197611,6,37,1,2
15,10,2013,,34.03205,-116.5912194,6,71,1,0
23,10,2013,,36.70656944,-119.8478889,6,19,1,0
23,10,2013,,33.95941111,-117.30935,6,65,1,0
24,10,2013,,38.61008889,-121.3512028,6,67,1,0
23,10,2013,,34.04759722,-118.2240583,6,37,1,0
24,10,2013,,40.35090278,-123.929375,6,23,1,0
24,10,2013,,38.673,-121.6327056,6,113,1,0
24,10,2013,,39.14258056,-121.5796389,6,115,1,0
24,10,2013,,37.29521667,-120.4062417,6,47,1,0
29,1,2013,,33.97050278,-118.3483444,6,37,1,0
10,10,2013,,34.05725556,-117.9588083,6,37,1,0
15,10,2013,,35.34668889,-119.0333778,6,29,1,1
23,10,2013,,32.87262778,-117.2140694,6,73,1,0
12,10,2013,,37.71186111,-121.0858389,6,99,1,0
22,10,2013,,32.70643333,-117.1201861,6,73,1,0
25,10,2013,,34.09082778,-118.3004917,6,37,1,1
26,5,2013,,33.95777222,-118.2310556,6,37,1,0
27,4,2013,,37.37013889,-121.0526111,6,99,1,0
14,10,2013,,33.05413889,-117.2675583,6,73,1,0
23,10,2013,,36.48101111,-120.4354806,6,19,1,0
25,10,2013,,40.464175,-123.8480278,6,23,1,0
8,6,2013,,37.7109,-120.9026,6,99,1,1
7,8,2013,,37.56158056,-122.2729917,6,81,1,0
26,10,2013,,36.25023056,-120.2763806,6,19,2,1
18,10,2013,,36.58258889,-119.63605,6,19,1,0
26,10,2013,,33.6501,-117.0842806,6,65,1,0
15,10,2013,,34.72101111,-115.9912889,6,71,1,1
23,10,2013,,35.36866111,-119.3556111,6,29,1,0
4,7,2013,,33.81466111,-118.1825306,6,37,1,0
17,10,2013,,33.78836944,-117.8864389,6,59,1,0
26,10,2013,,35.80500556,-119.2235333,6,107,1,0
27,10,2013,,37.51505833,-121.9260278,6,1,1,1
21,7,2013,,34.44600556,-118.1017861,6,37,1,0
25,8,2013,,37.78580833,-122.4057194,6,75,1,0
22,7,2013,,33.67476944,-117.3753694,6,65,1,0
16,10,2013,,33.70746111,-117.04405,6,65,1,0
17,10,2013,,36.73301389,-119.2737194,6,19,1,0
27,10,2013,,33.80918056,-116.9451889,6,65,1,1
28,8,2013,,37.74609167,-122.4038333,6,75,1,0
17,10,2013,,37.03248056,-121.5717,6,85,1,0
1,9,2013,,34.01299444,-117.8534889,6,37,1,1
25,10,2013,,34.98517222,-116.5950361,6,71,1,0
26,10,2013,,37.76579444,-122.4075528,6,75,1,0
17,10,2013,,39.87511111,-122.1999,6,103,1,0
27,10,2013,,32.74798056,-116.9791389,6,73,1,1
22,9,2013,,38.84108333,-122.7478722,6,33,1,0
27,10,2013,,38.37059444,-121.9879361,6,95,2,0
27,9,2013,,37.78906389,-122.4249861,6,75,1,0
27,10,2013,,32.66252778,-116.8127222,6,73,1,1
27,10,2013,,36.03061111,-119.3079889,6,107,1,0
17,10,2013,,37.7958,-122.2678,6,1,1,0
27,10,2013,,34.70389444,-118.1391389,6,37,1,0
18,10,2013,,37.76951389,-122.4110333,6,75,1,0
27,10,2013,,36.31578333,-119.6606583,6,31,1,0
25,9,2013,,37.74156667,-122.4564861,6,75,1,0
18,10,2013,,34.02571111,-118.1597889,6,37,1,0
28,10,2013,,34.05940278,-118.1998806,6,37,1,0
28,10,2013,,35.48793611,-119.5200694,6,29,1,0
28,10,2013,,36.89971944,-121.5963,6,69,1,0
29,10,2013,,33.31528333,-117.2308972,6,73,1,0
28,10,2013,,33.626125,-117.6033,6,59,1,0
1,11,2013,,39.42515833,-121.6881694,6,7,1,0
29,10,2013,,40.01983056,-121.0375889,6,63,1,0
1,11,2013,,33.04779722,-117.2835028,6,73,1,1
28,10,2013,,40.34291111,-122.1851111,6,103,1,1
27,10,2013,,35.08348889,-116.3759528,6,71,1,1
29,10,2013,,37.28786111,-120.4172833,6,47,1,0
1,11,2013,,34.20126111,-118.45615,6,37,1,0
27,10,2013,,38.52318889,-121.522225,6,67,1,0
19,4,2013,,37.68306389,-122.0973972,6,1,1,0
3,5,2013,,34.06776944,-117.4039694,6,71,1,0
29,10,2013,,34.27593611,-119.2536639,6,111,1,0
4,11,2013,,37.77189167,-122.4234917,6,75,1,0
31,10,2013,,38.48796944,-121.4087889,6,67,1,0
31,10,2013,,40.92536944,-123.6889194,6,23,1,0
4,11,2013,,36.44416944,-120.2479306,6,19,1,0
29,10,2013,,38.55797222,-121.4729,6,67,1,0
5,11,2013,,38.71131111,-121.7929194,6,113,1,0
29,10,2013,,38.19916667,-122.4463861,6,97,1,1
28,10,2013,,34.57805833,-118.0762139,6,37,1,0
11,5,2013,,33.81133889,-118.2904111,6,37,1,0
5,11,2013,,38.72061111,-121.2942,6,67,1,0
30,10,2013,,36.649175,-121.6180806,6,53,1,0
1,11,2013,,39.73853889,-121.8439889,6,7,1,0
30,10,2013,,34.41349722,-118.541,6,37,1,0
19,10,2013,,34.598,-118.2347,6,37,1,0
30,10,2013,,33.859425,-117.9178806,6,59,1,0
1,11,2013,,33.98299444,-117.352725,6,65,1,1
30,10,2013,,39.40866111,-121.6047694,6,7,2,0
18,9,2013,,33.52033056,-116.7844111,6,65,1,0
1,11,2013,,34.31884167,-118.4945778,6,37,1,0
30,10,2013,,37.99548889,-122.5330389,6,41,1,1
7,11,2013,,35.58020556,-117.7114444,6,29,1,0
6,11,2013,,39.13285556,-121.6223222,6,101,1,0
31,10,2013,,36.96553056,-119.6344806,6,19,1,1
2,11,2013,,34.45591389,-117.3576361,6,71,1,0
5,11,2013,,37.649225,-121.0206139,6,99,1,0
2,11,2013,,36.96811944,-122.1139194,6,87,1,0
2,11,2013,,37.88236944,-122.6211306,6,41,1,0
7,11,2013,,37.78421389,-122.185625,6,1,1,0
5,11,2013,,34.70040556,-118.1126528,6,37,1,0
2,11,2013,,37.92436944,-122.3613111,6,13,1,0
2,11,2013,,33.98698056,-117.5488806,6,65,1,1
3,11,2013,,33.95670556,-117.3069111,6,65,1,1
3,3,2013,,33.87816667,-116.5046667,6,65,3,0
22,5,2013,,33.93226944,-118.3682194,6,37,1,0
1,6,2013,,33.87095833,-118.1942861,6,37,1,2
3,11,2013,,32.74621944,-115.5005389,6,25,2,1
5,11,2013,,32.75863056,-117.1613806,6,73,1,0
2,6,2013,,33.86196111,-118.3191306,6,37,1,0
3,11,2013,,36.56514722,-119.6139639,6,19,1,0
9,7,2013,,32.62428889,-116.9945722,6,73,1,1
31,7,2013,,33.96015,-118.2374,6,37,1,0
3,11,2013,,37.95596111,-121.26455,6,77,1,0
25,8,2013,,33.20447778,-116.9881417,6,73,1,1
6,11,2013,,33.60733333,-117.8596889,6,59,1,0
7,11,2013,,34.04498889,-117.9399611,6,37,1,0
6,11,2013,,34.44405,-116.9193611,6,71,1,0
8,11,2013,,37.33523889,-121.8971028,6,85,1,0
28,8,2013,,35.31278056,-119.0350111,6,29,1,0
29,9,2013,,34.1349,-118.3587306,6,37,1,0
21,3,2013,,34.03931944,-117.3961694,6,71,2,0
6,10,2013,,39.16801944,-121.5574111,6,115,1,0
24,6,2013,,34.2174,-117.4111,6,71,1,0
8,7,2013,,34.01361111,-118.4196778,6,37,1,0
7,11,2013,,34.90068056,-116.8392694,6,71,1,0
7,11,2013,,32.66361389,-117.0959444,6,73,1,0
17,10,2013,,34.123625,-118.2718694,6,37,1,0
22,8,2013,,33.79692222,-117.8961861,6,59,1,0
7,11,2013,,34.21381389,-118.5360861,6,37,1,0
2,9,2013,,33.97242778,-118.234525,6,37,1,0
3,11,2013,,34.10193889,-118.1994889,6,37,2,1
4,11,2013,,38.64368333,-121.3652583,6,67,2,1
5,11,2013,,34.06591667,-118.4502972,6,37,1,0
1,11,2013,,34.26079444,-118.7477194,6,111,1,0
12,7,2013,,34.05548889,-117.1330389,6,71,1,0
21,8,2013,,33.97381111,-118.2548194,6,37,1,0
9,11,2013,,34.31291944,-117.4850889,6,71,1,0
28,8,2013,,33.96983889,-118.2369667,6,37,1,0
3,11,2013,,33.81615833,-116.9915,6,65,1,1
18,8,2013,,34.12065,-116.4380528,6,71,1,0
30,8,2013,,34.07036944,-117.3959111,6,71,1,0
8,11,2013,,35.39838889,-119.2934806,6,29,1,0
8,9,2013,,34.0691,-117.8419389,6,37,1,0
6,11,2013,,34.04851111,-118.5417222,6,37,1,0
10,11,2013,,39.45220556,-123.3749528,6,45,1,1
8,9,2013,,40.79656944,-124.1718417,6,23,1,0
8,11,2013,,35.07656944,-118.16675,6,29,2,0
24,9,2013,,33.8331,-118.2562,6,37,1,0
9,11,2013,,38.55398889,-122.5271583,6,55,1,1
10,11,2013,,36.85363056,-121.7086,6,53,1,0
9,11,2013,,37.37374444,-121.9025389,6,85,1,0
9,11,2013,,38.74661944,-120.6839389,6,17,2,1
10,11,2013,,37.02211111,-120.1326,6,39,2,0
11,11,2013,,34.07851667,-118.1610583,6,37,1,0
11,11,2013,,35.59073056,-120.6951806,6,79,1,0
5,10,2013,,34.14688611,-118.1605944,6,37,1,0
8,9,2013,,41.4486,-122.4192611,6,93,1,1
10,9,2013,,34.3215,-119.3821167,6,111,1,0
13,9,2013,,32.89070556,-117.1412056,6,73,1,0
11,11,2013,,34.45130278,-119.8375056,6,83,1,0
9,11,2013,,33.59704722,-117.4638972,6,59,1,1
11,11,2013,,34.41458889,-119.7128194,6,83,1,1
15,6,2013,,37.89578333,-121.7127056,6,13,1,0
5,7,2013,,34.00971111,-117.0681694,6,71,1,0
11,11,2013,,37.79148889,-121.5057389,6,77,1,1
16,10,2013,,34.11416111,-117.4776472,6,71,1,1
12,11,2013,,34.06005556,-118.1305778,6,37,1,0
27,9,2013,,37.89211667,-121.792375,6,13,1,0
18,7,2013,,33.84641944,-117.8645889,6,59,1,1
18,10,2013,,38.69858611,-120.873875,6,17,1,0
12,11,2013,,39.13234722,-121.6438694,6,101,1,0
26,10,2013,,33.8722,-118.28,6,37,1,0
20,10,2013,,37.84052778,-121.6141611,6,13,1,1
27,7,2013,,34.15646944,-118.9884694,6,111,1,1
27,10,2013,,34.04766944,-117.8344,6,37,1,0
9,11,2013,,35.61583056,-119.4924889,6,29,1,1
27,10,2013,,34.18866944,-118.2180056,6,37,1,0
3,11,2013,,33.78595,-117.9929583,6,59,1,0
10,11,2013,,33.92477778,-116.5504833,6,65,1,1
28,8,2013,,40.54671944,-122.2455972,6,89,1,1
6,11,2013,,33.93015,-117.4437278,6,65,2,1
1,9,2013,,33.65086389,-116.395075,6,65,2,0
17,9,2013,,34.50694444,-117.4074778,6,71,1,0
10,11,2013,,33.59713889,-117.7014611,6,59,1,0
11,11,2013,,38.01576944,-122.18785,6,13,1,0
9,11,2013,,32.81608889,-116.9606194,6,73,1,0
31,10,2013,,33.72720833,-117.8906722,6,59,1,0
6,11,2013,,35.421325,-117.738025,6,29,1,0
25,9,2013,,37.79899444,-122.2685222,6,1,1,0
10,11,2013,,36.73493889,-120.0339194,6,19,1,1
7,11,2013,,34.0674,-117.5203889,6,71,1,1
6,11,2013,,37.77546111,-122.1628972,6,1,1,0
16,11,2013,,37.64573889,-122.4494972,6,81,1,0
14,11,2013,,33.81096944,-117.2785694,6,65,1,1
10,11,2013,,36.9385,-121.3866806,6,69,1,0
16,11,2013,,32.74877778,-115.50075,6,25,1,1
13,11,2013,,37.66414444,-121.0193306,6,99,1,0
14,11,2013,,38.56881111,-121.3365,6,67,1,1
17,11,2013,,37.34136111,-122.0913611,6,85,1,0
6,11,2013,,35.06876944,-118.1749611,6,29,1,0
10,11,2013,,37.7531,-122.02965,6,1,1,1
15,11,2013,,38.35998889,-120.7461889,6,5,1,0
17,11,2013,,38.4809,-122.8948889,6,97,1,0
13,11,2013,,38.07608333,-122.1213278,6,95,1,1
15,11,2013,,36.60491944,-119.5387944,6,19,1,0
10,11,2013,,32.76254167,-117.2323139,6,73,1,1
17,11,2013,,34.111425,-118.2898611,6,37,1,0
15,11,2013,,36.79391111,-121.3252333,6,69,1,1
12,11,2013,,40.20963056,-122.2690222,6,103,1,0
13,11,2013,,38.47435278,-121.4421194,6,67,1,0
17,11,2013,,38.04156111,-121.2582611,6,77,1,0
15,11,2013,,39.19448056,-120.1014194,6,61,1,0
13,11,2013,,39.71330833,-121.7856361,6,7,1,0
14,11,2013,,34.44373611,-116.9802972,6,71,1,0
15,11,2013,,37.65785278,-122.4858972,6,81,1,1
14,11,2013,,36.13443056,-118.9556306,6,107,1,0
17,11,2013,,34.27825,-119.2976972,6,111,1,0
14,11,2013,,36.9844,-121.9001639,6,87,1,0
15,11,2013,,37.10453611,-121.6303,6,85,1,0
15,11,2013,,34.17997778,-118.3956,6,37,1,0
13,11,2013,,33.61320556,-117.8940083,6,59,1,0
17,11,2013,,32.64021944,-116.8761806,6,73,1,0
15,11,2013,,33.98652222,-117.3842028,6,65,1,1
15,11,2013,,38.78673056,-121.2245389,6,61,1,0
16,11,2013,,33.96001667,-118.2916028,6,37,1,1
17,11,2013,,34.17603333,-119.2126917,6,111,1,1
18,11,2013,,34.00766944,-118.1721889,6,37,1,0
16,11,2013,,39.43005278,-121.0915778,6,115,1,1
18,11,2013,,36.14016667,-119.2740083,6,107,1,0
17,11,2013,,39.35269167,-123.5587361,6,45,1,1
16,11,2013,,34.719,-115.7011,6,71,1,0
19,11,2013,,36.97059722,-121.8741306,6,87,1,0
20,1,2013,,38.01235556,-121.7748778,6,13,1,1
28,6,2013,,34.05977778,-118.1269,6,37,1,0
19,11,2013,,34.27135278,-119.2105611,6,111,1,0
10,7,2013,,37.67043056,-121.9105194,6,1,1,0
18,11,2013,,35.046,-118.164,6,29,1,0
20,11,2013,,37.48583611,-122.1418417,6,81,1,0
16,11,2013,,33.73499444,-117.909875,6,59,1,1
17,11,2013,,36.32799444,-119.6109972,6,31,1,1
16,11,2013,,37.5979,-120.8701806,6,99,1,1
18,11,2013,,33.07841111,-117.1720389,6,73,1,0
24,11,2013,,40.88740278,-124.0794528,6,23,1,1
17,7,2013,,34.50065556,-117.190575,6,71,1,0
24,11,2013,,37.36724444,-121.8293056,6,85,1,0
19,11,2013,,35.37761111,-118.972625,6,29,1,0
24,11,2013,,40.49146389,-122.4999,6,89,1,1
5,9,2013,,33.60953056,-117.7014194,6,59,1,0
19,11,2013,,37.754,-120.9955111,6,99,1,0
20,11,2013,,34.39028056,-118.5469889,6,37,1,0
20,11,2013,,38.22258056,-121.4465528,6,77,1,0
11,10,2013,,34.01424722,-118.1283972,6,37,1,1
27,11,2013,,33.747525,-118.2913361,6,37,1,0
20,11,2013,,36.69466667,-121.6325833,6,53,2,0
7,8,2013,,34.54288056,-117.9871194,6,37,1,0
21,11,2013,,33.75260833,-117.9024417,6,59,1,1
21,11,2013,,40.48265278,-122.3483583,6,89,1,0
27,10,2013,,38.67335,-121.66625,6,113,1,0
22,11,2013,,33.755875,-118.1997944,6,37,1,1
10,9,2013,,34.94398056,-120.5582111,6,83,1,0
23,11,2013,,34.20110278,-118.5098111,6,37,1,1
20,11,2013,,34.92427778,-120.5287028,6,83,1,0
1,11,2013,,37.45373611,-121.8944972,6,85,1,1
21,9,2013,,34.73344722,-118.112825,6,37,4,1
23,11,2013,,37.57126389,-122.5158833,6,81,1,1
25,11,2013,,37.55938889,-122.51395,6,81,1,1
8,11,2013,,34.61025,-120.0552194,6,83,1,2
2,11,2013,,40.90748889,-123.7109806,6,23,1,0
19,11,2013,,33.69608056,-116.1990306,6,65,1,0
23,11,2013,,36.7299,-119.7983,6,19,1,0
25,11,2013,,39.99906944,-123.61665,6,45,1,1
23,11,2013,,39.36236944,-121.1144611,6,57,1,0
23,11,2013,,35.36518889,-118.9319694,6,29,1,0
18,11,2013,,34.04720833,-118.291525,6,37,1,0
23,11,2013,,34.05981111,-118.1291806,6,37,1,0
31,5,2013,,34.03853056,-117.31975,6,71,1,0
23,11,2013,,36.69889167,-121.6159583,6,53,1,0
23,11,2013,,36.70674444,-119.8179139,6,19,1,0
25,11,2013,,34.15320278,-116.9722528,6,71,1,0
2,11,2013,,37.39681111,-120.6314111,6,47,1,0
3,8,2013,,34.14031111,-117.3236889,6,71,1,1
14,9,2013,,34.01223056,-118.4928694,6,37,1,1
17,9,2013,,34.11455556,-117.7692528,6,37,1,0
21,11,2013,,36.72100556,-119.8623972,6,19,1,0
31,10,2013,,38.10568611,-122.2308111,6,95,1,1
26,11,2013,,33.78568056,-116.1796889,6,65,2,0
9,10,2013,,34.20474444,-118.3421056,6,37,1,0
28,9,2013,,34.08815556,-117.9603833,6,37,1,0
5,11,2013,,41.8289,-124.031975,6,15,1,0
19,9,2013,,37.6508,-121.8956917,6,1,1,0
29,11,2013,,34.15806389,-117.4360194,6,71,1,0
16,11,2013,,34.1556,-118.2892861,6,37,1,0
1,10,2013,,33.85076389,-118.3538528,6,37,1,0
28,6,2013,,34.02777778,-118.4527889,6,37,1,1
14,10,2013,,34.47063889,-117.316675,6,71,1,0
29,11,2013,,37.526325,-122.0978917,6,1,1,0
29,11,2013,,33.2403,-115.5190278,6,25,1,0
22,11,2013,,37.98584444,-120.0537778,6,109,1,0
29,10,2013,,33.96011389,-118.2408722,6,37,1,0
24,11,2013,,36.67383889,-119.7362806,6,19,1,0
2,12,2013,,34.88613056,-117.0462694,6,71,1,0
30,11,2013,,34.07963056,-118.2273389,6,37,3,0
26,11,2013,,34.12125278,-117.3022806,6,71,1,0
24,11,2013,,37.32017778,-121.8845528,6,85,1,0
2,12,2013,,38.61640278,-121.5129556,6,67,1,0
2,9,2013,,37.36708333,-121.9135028,6,85,2,0
30,11,2013,,34.11917222,-118.4030167,6,37,1,0
29,11,2013,,34.03370833,-118.1702417,6,37,1,0
1,12,2013,,37.09341944,-121.01595,6,47,1,0
3,12,2013,,34.58186111,-117.171525,6,71,1,0
24,11,2013,,34.05539722,-117.4095528,6,71,1,0
22,11,2013,,32.7532,-117.1068806,6,73,1,0
29,11,2013,,37.94384167,-122.3238194,6,13,1,0
3,12,2013,,41.51575,-120.4830389,6,49,1,1
25,11,2013,,33.85371389,-117.925575,6,59,2,0
29,11,2013,,34.03987778,-118.3298639,6,37,1,0
4,12,2013,,41.81176389,-124.0966472,6,15,1,0
1,12,2013,,38.44518611,-121.8034278,6,95,1,1
26,11,2013,,34.22520278,-117.407825,6,71,1,1
1,12,2013,,33.89624167,-118.1903389,6,37,1,0
4,12,2013,,39.19288056,-121.2072389,6,57,1,0
26,11,2013,,33.90326111,-118.23105,6,37,1,0
1,12,2013,,34.26613333,-118.4727722,6,37,1,0
2,12,2013,,37.77374722,-122.4324583,6,75,1,0
27,11,2013,,38.64463056,-121.2837944,6,67,1,0
4,12,2013,,32.70328889,-117.1457,6,73,1,1
4,12,2013,,38.13345,-121.2575806,6,77,1,1
28,11,2013,,38.45218056,-121.6960639,6,95,1,1
29,11,2013,,36.55937778,-119.3050056,6,107,1,0
28,11,2013,,34.05258333,-118.2726917,6,37,1,0
22,11,2013,,32.70731944,-117.1518778,6,73,1,0
29,11,2013,,37.36173889,-120.8496194,6,47,1,0
3,12,2013,,33.93093056,-118.31725,6,37,1,0
11,12,2013,,38.65566389,-121.3654056,6,67,1,0
6,12,2013,,34.48994167,-119.7835944,6,83,1,0
7,12,2013,,33.77998333,-118.26245,6,37,1,1
6,12,2013,,37.73501389,-122.4940167,6,75,1,0
7,12,2013,,39.04865,-120.9721389,6,61,1,0
14,2,2013,,37.97726111,-121.7627639,6,13,1,0
7,12,2013,,37.31429444,-121.9634278,6,85,1,0
11,12,2013,,36.6241,-119.3334889,6,107,1,1
7,12,2013,,38.60880833,-122.8743417,6,97,1,0
10,10,2013,,33.72762222,-116.9714833,6,65,1,1
11,12,2013,,37.86591111,-121.2922389,6,77,1,0
7,12,2013,,34.2004,-118.4661861,6,37,1,0
12,12,2013,,34.125,-118.2317222,6,37,1,0
8,12,2013,,32.74806111,-117.19435,6,73,1,0
12,10,2013,,33.90189444,-118.3417639,6,37,1,1
12,12,2013,,35.88736944,-119.2717889,6,107,1,0
12,12,2013,,37.33272222,-122.0514833,6,85,1,0
8,12,2013,,34.82126111,-116.6369111,6,71,1,0
12,12,2013,,37.38136111,-121.961325,6,85,1,0
8,12,2013,,38.61270278,-121.3287389,6,67,1,1
23,11,2013,,37.75136944,-122.0959,6,1,1,0
1,12,2013,,35.5737,-120.6085,6,79,1,0
8,12,2013,,38.61125833,-121.47495,6,67,1,0
14,12,2013,,37.32168889,-120.5268306,6,47,1,0
15,12,2013,,34.04702778,-117.9082889,6,37,1,1
8,12,2013,,37.33230278,-120.5275861,6,47,1,0
16,8,2013,,33.93071944,-118.3896194,6,37,1,0
10,12,2013,,33.83733889,-117.2653889,6,65,1,0
14,12,2013,,33.88072778,-118.2365583,6,37,4,0
12,10,2013,,34.635,-118.6480556,6,37,1,0
16,11,2013,,33.81795,-117.4289194,6,65,1,0
10,12,2013,,34.26264444,-118.4200194,6,37,1,0
29,10,2013,,33.799825,-118.328325,6,37,1,1
26,11,2013,,36.92375,-120.1159972,6,39,1,0
10,12,2013,,33.34488333,-117.5144028,6,73,2,0
17,11,2013,,33.39855,-117.1460111,6,73,1,0
15,12,2013,,36.05126111,-118.7224889,6,107,1,1
15,12,2013,,38.52492222,-121.4643611,6,67,1,0
1,12,2013,,35.38151111,-119.3737111,6,29,1,0
15,12,2013,,40.31055556,-123.656875,6,23,1,0
10,12,2013,,33.83028611,-117.8321278,6,59,1,0
15,12,2013,,34.00541111,-118.2805694,6,37,1,0
1,12,2013,,34.120825,-118.2269667,6,37,1,0
10,12,2013,,37.1701,-121.9896194,6,85,1,0
5,12,2013,,39.06858889,-121.6333861,6,101,1,0
11,12,2013,,39.76416944,-122.2054806,6,21,1,0
14,12,2013,,33.574675,-117.6719611,6,59,1,1
16,12,2013,,33.95381944,-117.3836611,6,65,1,1
13,12,2013,,37.75871667,-121.0054833,6,77,1,0
7,12,2013,,33.6525,-117.6119,6,59,1,0
17,12,2013,,34.64806111,-114.6274389,6,71,1,0
13,12,2013,,38.27979444,-122.2559333,6,55,1,0
17,12,2013,,34.10209444,-118.1119667,6,37,1,0
12,12,2013,,37.70181389,-121.7686611,6,1,1,1
15,12,2013,,33.86796944,-117.8425528,6,59,2,1
30,11,2013,,34.45331111,-118.5790722,6,37,2,0
18,12,2013,,34.24998889,-118.5712194,6,37,1,0
12,12,2013,,37.99713333,-122.528775,6,41,1,0
18,12,2013,,37.69935,-122.4715083,6,81,1,1
16,12,2013,,38.21304444,-120.558875,6,9,1,0
22,12,2013,,34.05251389,-118.4172472,6,37,1,0
18,12,2013,,38.35528056,-122.7130389,6,97,1,0
16,12,2013,,35.23581389,-120.6602111,6,79,1,0
16,12,2013,,34.172575,-118.5504833,6,37,1,1
22,12,2013,,32.99833889,-116.8582306,6,73,1,1
18,12,2013,,40.34746111,-120.55825,6,35,2,1
21,12,2013,,34.04834167,-117.049075,6,71,1,2
