"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0",,"LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
22,12,2013,,41.47228889,-81.83957222,39,35,1,1
23,12,2013,,41.36525,-83.09294444,39,143,2,1
24,12,2013,,41.50586944,-84.749425,39,171,1,0
24,12,2013,,40.26103611,-83.75439722,39,91,1,0
24,12,2013,,39.830125,-82.93420556,39,49,1,0
24,12,2013,,38.96637778,-84.27124444,39,25,1,0
12,12,2013,,41.10502222,-80.70718333,39,99,1,0
24,12,2013,,41.07615833,-80.64625278,39,99,1,0
25,12,2013,,39.18833889,-84.41458333,39,61,2,3
26,12,2013,,40.94381389,-82.66949722,39,139,1,0
26,12,2013,,41.24749167,-82.41436944,39,77,1,0
26,12,2013,,40.15213056,-83.22752778,39,159,1,0
27,12,2013,,41.52389167,-83.34808056,39,123,1,0
28,12,2013,,40.10900556,-80.97200278,39,13,1,1
28,12,2013,,40.4371,-81.7802,39,31,1,0
28,12,2013,,39.89565556,-83.81134167,39,23,1,0
29,12,2013,,41.71147778,-83.54660556,39,95,1,1
29,12,2013,,39.70786389,-84.538925,39,135,1,0
30,12,2013,,39.92741111,-82.83131111,39,49,1,0
29,12,2013,,39.90911944,-84.8078,39,135,1,0
31,12,2013,,40.54093056,-82.17398056,39,75,1,0
31,12,2013,,39.56807222,-83.43170833,39,47,1,1
13,10,2013,,39.87678333,-84.05140556,39,113,1,1
6,1,2013,,35.43501389,-96.12490833,40,107,1,0
14,1,2013,,36.76106944,-98.61265833,40,151,1,0
3,1,2013,,34.93056667,-97.91712222,40,51,1,1
13,1,2013,,36.10143333,-97.20971111,40,119,1,1
10,1,2013,,35.13306667,-94.54536111,40,79,1,1
12,1,2013,,34.87839722,-97.71106111,40,51,1,1
1,1,2013,,35.62436667,-95.90686667,40,111,1,1
9,1,2013,,35.43546667,-97.48574722,40,109,1,0
5,1,2013,,35.53658056,-98.38586944,40,15,1,0
19,1,2013,,34.75380833,-98.38739722,40,31,1,1
4,1,2013,,36.05775833,-98.60589722,40,11,1,0
27,1,2013,,36.95310833,-97.05145556,40,71,1,0
1,1,2013,,33.73889167,-97.14441111,40,85,1,0
9,1,2013,,35.53675278,-98.55867222,40,15,1,0
26,1,2013,,36.1047,-95.97568056,40,143,1,1
12,1,2013,,36.44052222,-95.37880556,40,97,1,0
24,1,2013,,36.37836667,-95.54320556,40,131,1,1
29,1,2013,,35.59951389,-97.49556389,40,109,1,0
1,2,2013,,36.4045,-99.40749444,40,153,1,0
22,1,2013,,36.38131667,-97.89012222,40,47,1,1
26,1,2013,,35.46642222,-97.50187778,40,109,1,0
26,1,2013,,33.97115278,-94.98550278,40,89,1,1
4,1,2013,,33.98705,-94.80055,40,89,1,0
5,2,2013,,35.09278333,-98.24378611,40,15,1,0
1,2,2013,,34.9148,-98.05280833,40,51,1,0
16,1,2013,,35.38483056,-97.24408611,40,109,1,1
17,1,2013,,34.66674722,-99.32589167,40,65,1,1
11,2,2013,,34.88439444,-95.79002222,40,121,1,0
24,1,2013,,33.99643333,-96.40525278,40,13,1,0
1,2,2013,,34.374875,-96.19891667,40,5,2,0
2,2,2013,,35.39339444,-98.67624167,40,149,1,1
6,2,2013,,35.478775,-97.61896111,40,109,1,0
10,2,2013,,36.70868889,-97.28280556,40,71,1,1
11,2,2013,,35.22081389,-97.48541389,40,27,1,0
12,2,2013,,34.17283056,-97.38820278,40,19,1,0
12,2,2013,,35.22301667,-98.26230556,40,15,1,0
15,2,2013,,36.31119722,-96.40951111,40,113,1,1
18,2,2013,,36.25915,-98.54005556,40,93,1,1
3,2,2013,,35.52930833,-98.46671667,40,15,1,0
8,2,2013,,34.63536111,-95.17544167,40,127,1,0
16,2,2013,,36.84452222,-94.91448611,40,115,1,1
25,1,2013,,36.13908056,-96.09678056,40,143,1,0
6,2,2013,,36.30744167,-95.52606389,40,131,1,0
17,2,2013,,36.74146389,-94.90798611,40,115,1,0
20,2,2013,,34.92219722,-97.80393333,40,51,1,0
10,1,2013,,36.04755833,-97.05117778,40,119,3,1
17,2,2013,,36.88375,-97.29153611,40,71,1,0
5,3,2013,,34.79678056,-96.84675833,40,123,1,0
7,3,2013,,35.03389167,-96.50283333,40,133,1,0
7,3,2013,,34.65133333,-96.96760556,40,49,1,1
12,3,2013,,34.58433889,-98.68565556,40,31,1,0
23,2,2013,,35.36678056,-99.63785278,40,9,1,0
18,1,2013,,35.40604444,-97.52280556,40,109,1,0
20,1,2013,,35.41975,-97.50791944,40,109,1,0
1,2,2013,,36.80015,-98.55848056,40,151,1,0
17,1,2013,,35.511325,-97.56001389,40,109,1,0
6,2,2013,,34.9142,-97.17750278,40,87,1,0
1,3,2013,,36.11553889,-97.33699722,40,119,2,0
3,3,2013,,34.70771667,-96.63483333,40,123,1,1
7,3,2013,,34.01157222,-94.72909722,40,89,1,0
8,3,2013,,36.57075,-95.21124722,40,35,1,1
14,3,2013,,36.20575278,-99.88183056,40,45,1,0
6,2,2013,,35.91919444,-95.39513333,40,145,1,0
7,2,2013,,35.460325,-97.70461389,40,17,1,1
15,3,2013,,34.245375,-97.94229444,40,67,1,0
16,3,2013,,34.59124167,-96.28613889,40,29,1,0
19,3,2013,,35.84703056,-95.02533889,40,21,1,0
3,1,2013,,34.63798889,-98.48791111,40,31,1,1
5,1,2013,,36.03189722,-96.11421389,40,37,1,0
7,1,2013,,34.500875,-97.94649167,40,137,1,0
30,1,2013,,36.17872778,-95.34295,40,97,1,0
17,2,2013,,33.98363333,-96.56689722,40,13,1,1
21,2,2013,,35.60418889,-96.88386111,40,81,1,0
12,3,2013,,34.81406111,-99.28197778,40,55,1,1
27,2,2013,,35.11684167,-97.300525,40,27,1,1
22,3,2013,,34.13840833,-94.74623611,40,89,2,0
3,3,2013,,36.60225556,-95.089575,40,35,1,1
1,2,2013,,35.98855278,-96.20855,40,37,1,0
25,2,2013,,36.40337222,-97.06722778,40,103,1,0
28,2,2013,,35.64751111,-95.43455,40,101,1,1
17,3,2013,,36.02834444,-99.75620556,40,45,1,1
28,3,2013,,36.08992222,-95.89277222,40,143,1,0
19,1,2013,,35.26177778,-97.42237222,40,27,1,1
28,1,2013,,36.79756389,-98.65327778,40,151,1,0
16,3,2013,,36.29860556,-95.41761944,40,97,1,1
17,3,2013,,35.46689444,-95.91682222,40,111,1,1
30,3,2013,,36.01045,-96.11556667,40,37,1,0
30,3,2013,,33.98822222,-94.74204167,40,89,1,0
13,2,2013,,36.34055,-94.81831389,40,41,1,0
3,3,2013,,35.52963611,-98.04561389,40,17,1,1
6,3,2013,,35.52974444,-95.27413333,40,101,1,1
16,2,2013,,35.56450556,-97.53181111,40,109,2,1
4,4,2013,,36.02660833,-95.36698056,40,145,1,1
15,3,2013,,35.69401111,-97.000875,40,81,1,0
16,3,2013,,35.001475,-99.34290833,40,55,1,1
21,3,2013,,35.12437222,-94.57409167,40,79,1,0
22,3,2013,,36.42572778,-99.513275,40,153,1,0
26,3,2013,,34.66481667,-96.78786944,40,123,2,0
1,4,2013,,36.22001667,-95.18309167,40,97,1,0
13,4,2013,,34.60846389,-98.219325,40,31,1,0
3,2,2013,,35.44991389,-97.33218056,40,109,1,0
2,2,2013,,34.62346944,-98.483025,40,31,1,1
14,3,2013,,36.14201944,-95.98365,40,143,1,1
25,3,2013,,35.28798889,-97.59964444,40,87,1,0
13,4,2013,,36.78171111,-97.01381944,40,71,1,1
14,4,2013,,36.73409167,-94.91295556,40,115,1,0
6,2,2013,,36.27883333,-97.29355833,40,103,1,0
18,2,2013,,35.63408611,-97.44280278,40,109,1,0
23,2,2013,,35.31242222,-97.95455278,40,51,1,1
6,3,2013,,36.27465278,-97.32756944,40,103,1,1
17,2,2013,,36.39546667,-97.86368056,40,47,1,1
5,3,2013,,36.39066111,-97.84814722,40,47,1,0
28,3,2013,,35.49316944,-97.57086111,40,109,1,0
29,3,2013,,35.46655,-95.2951,40,101,1,0
5,4,2013,,34.22399722,-98.47116944,40,33,1,0
5,4,2013,,36.01561667,-98.77871667,40,43,1,0
8,4,2013,,35.74034444,-95.71822778,40,101,1,0
9,4,2013,,35.72108333,-96.87379167,40,81,1,0
14,4,2013,,35.38411111,-96.71806944,40,133,1,0
24,4,2013,,35.4685,-99.85860556,40,129,1,1
25,4,2013,,36.04621111,-95.39546667,40,145,1,0
26,4,2013,,36.01435833,-95.70815,40,145,1,0
18,3,2013,,35.34852778,-97.58280278,40,27,1,0
29,3,2013,,35.33080278,-97.36081111,40,27,1,0
26,2,2013,,34.63748056,-98.61746667,40,31,1,0
16,3,2013,,35.55634444,-97.63483611,40,109,1,0
18,3,2013,,35.98586111,-96.90304167,40,119,1,0
6,3,2013,,35.633175,-97.53165278,40,109,1,0
18,3,2013,,35.43183056,-97.60101389,40,109,1,0
29,3,2013,,35.35767222,-97.37938889,40,27,1,0
7,4,2013,,36.08882778,-96.02106389,40,143,1,0
7,4,2013,,35.52112222,-98.73241944,40,39,1,0
12,4,2013,,35.39361111,-97.564175,40,109,1,0
13,4,2013,,33.71753333,-94.69435278,40,89,1,0
18,4,2013,,36.38275556,-95.36015556,40,97,1,0
22,4,2013,,35.39722778,-97.57571944,40,109,1,1
29,4,2013,,35.44978333,-97.47694167,40,109,1,0
1,5,2013,,36.79776667,-97.08521944,40,71,1,0
20,4,2013,,36.42368889,-97.06776389,40,103,2,0
21,4,2013,,35.37801111,-98.66670278,40,149,1,0
26,4,2013,,36.17705833,-95.25918611,40,97,1,0
26,4,2013,,36.68075278,-97.13000278,40,71,1,1
28,4,2013,,34.47046389,-95.29402222,40,127,1,1
29,3,2013,,36.49698333,-96.67592222,40,113,1,0
5,4,2013,,35.04098611,-97.375875,40,87,1,0
17,4,2013,,36.11663056,-96.908075,40,119,1,0
1,5,2013,,36.136875,-96.10065833,40,143,1,1
7,5,2013,,34.72439444,-98.46394444,40,31,1,0
8,5,2013,,36.32031389,-96.92495,40,103,1,0
6,3,2013,,34.99865278,-97.37493333,40,87,1,1
6,4,2013,,36.16270833,-95.75283333,40,131,1,1
1,4,2013,,34.14814167,-97.28251667,40,19,1,0
10,4,2013,,34.27166389,-96.42473889,40,69,1,0
6,5,2013,,35.85308333,-96.87652778,40,81,1,0
9,5,2013,,36.11055833,-95.98350556,40,143,1,1
12,5,2013,,35.15015,-99.50192778,40,9,1,1
6,5,2013,,35.02413056,-99.25432778,40,75,1,1
13,5,2013,,34.92838056,-95.68967222,40,121,2,0
5,5,2013,,36.54001944,-95.23668889,40,35,1,1
30,3,2013,,34.62312778,-97.508525,40,49,2,2
15,5,2013,,34.44530556,-96.20657222,40,29,1,0
8,3,2013,,34.98169722,-97.95134167,40,51,1,0
27,2,2013,,35.39533889,-97.93713056,40,17,1,0
6,3,2013,,36.39339444,-97.89686667,40,47,1,1
15,3,2013,,34.52178333,-98.41271389,40,31,1,1
22,3,2013,,34.317525,-96.16871389,40,5,3,0
10,4,2013,,36.00305278,-96.433275,40,37,1,0
12,4,2013,,36.13846111,-95.15047222,40,97,1,0
8,5,2013,,36.08251944,-95.97573611,40,143,1,0
10,5,2013,,36.91196389,-97.02913889,40,71,2,1
10,5,2013,,36.24669444,-98.90302222,40,93,1,1
12,5,2013,,34.92223056,-98.15856111,40,15,1,0
15,5,2013,,35.12117778,-96.47843611,40,133,2,0
19,5,2013,,36.61616389,-100.3526389,40,7,1,0
14,4,2013,,34.44715,-97.13163333,40,99,1,0
17,5,2013,,34.9144,-97.35527222,40,87,1,0
17,5,2013,,35.67001111,-97.12845,40,81,2,1
15,5,2013,,35.52936667,-98.50057222,40,15,1,0
30,4,2013,,36.00224722,-96.3746,40,37,1,0
24,5,2013,,35.03868611,-99.18418333,40,75,1,1
26,4,2013,,34.27837222,-97.16073333,40,19,1,0
29,4,2013,,34.23035278,-96.63305833,40,69,1,0
18,1,2013,,35.48826944,-95.30646111,40,101,1,0
20,5,2013,,36.04636944,-95.89242778,40,143,1,1
22,5,2013,,34.03064722,-94.56015833,40,89,1,0
22,5,2013,,36.81120556,-98.11378611,40,3,1,0
18,5,2013,,35.39131111,-97.533825,40,109,1,0
22,5,2013,,34.89847222,-95.00138333,40,77,1,0
28,5,2013,,36.65596111,-94.79429167,40,41,3,0
9,3,2013,,35.91429444,-96.01268889,40,143,1,1
15,3,2013,,35.74651667,-95.361975,40,101,1,0
9,3,2013,,35.79244167,-95.25957222,40,101,1,1
31,3,2013,,35.94471389,-95.97600556,40,143,1,0
27,4,2013,,33.99817778,-96.53007222,40,13,1,0
1,5,2013,,35.02935278,-98.88473333,40,75,1,0
15,5,2013,,34.79718889,-98.51980278,40,31,1,0
18,5,2013,,36.16232778,-95.44003889,40,131,1,1
21,5,2013,,36.11566389,-97.05707778,40,119,1,0
24,5,2013,,36.42338333,-94.889675,40,41,1,1
6,5,2013,,35.551425,-98.99380556,40,39,1,1
17,5,2013,,35.21599167,-96.82672778,40,125,1,0
11,2,2013,,35.45413889,-97.53014167,40,109,1,0
15,2,2013,,35.51747222,-97.517025,40,109,1,1
1,6,2013,,34.89770278,-98.86671944,40,75,1,1
3,6,2013,,36.79964722,-97.13876389,40,71,1,0
20,5,2013,,35.279425,-97.60200556,40,87,1,0
28,5,2013,,36.85054444,-95.12101667,40,35,2,0
9,6,2013,,36.21925,-95.89811111,40,143,1,0
24,5,2013,,36.081275,-95.79729167,40,143,2,1
12,4,2013,,35.98125556,-96.19275278,40,37,2,0
9,4,2013,,36.22696944,-94.77964167,40,41,1,0
14,4,2013,,35.79782222,-97.017975,40,81,1,1
11,5,2013,,35.319175,-97.22305556,40,27,1,1
11,5,2013,,35.4497,-97.39440278,40,109,1,0
29,5,2013,,35.98565278,-96.73221111,40,119,1,0
4,6,2013,,35.98588333,-97.156775,40,119,2,0
15,5,2013,,35.44966111,-97.68919722,40,17,1,0
28,4,2013,,35.16037778,-99.17576667,40,149,1,0
29,5,2013,,35.84117778,-99.197925,40,43,1,0
3,6,2013,,35.55384722,-98.96669722,40,39,1,0
13,6,2013,,36.13088889,-95.76168611,40,143,1,0
8,6,2013,,36.96557778,-94.61878611,40,115,1,1
25,5,2013,,35.23915556,-95.51253889,40,121,1,2
20,5,2013,,33.99811944,-96.30620278,40,13,1,0
9,5,2013,,35.79890833,-95.67015556,40,101,1,0
30,5,2013,,35.09250278,-97.34454167,40,27,1,0
26,5,2013,,36.63576667,-98.01948889,40,53,2,0
30,4,2013,,35.39062778,-97.42134722,40,109,1,0
3,5,2013,,33.881025,-94.85033333,40,89,1,1
28,5,2013,,35.3891,-97.47828056,40,109,1,0
31,5,2013,,35.47990556,-99.03862778,40,39,1,0
7,6,2013,,35.38371111,-96.94156944,40,125,1,0
7,6,2013,,36.12495833,-96.08321667,40,143,1,0
1,6,2013,,35.30641667,-97.42361944,40,27,1,1
7,6,2013,,34.78333611,-97.87197778,40,51,1,0
10,6,2013,,35.43936944,-97.51813889,40,109,1,0
12,6,2013,,34.76545833,-94.64066944,40,79,1,0
15,6,2013,,36.15694167,-96.08506667,40,143,1,1
21,6,2013,,36.17710278,-95.90461944,40,143,1,0
12,6,2013,,35.04921944,-94.62841667,40,79,1,0
2,6,2013,,33.85442778,-96.76113889,40,95,1,1
6,6,2013,,35.29141111,-99.21253333,40,149,1,0
6,6,2013,,35.58048333,-99.37693611,40,129,1,0
7,6,2013,,36.67694167,-96.9914,40,113,1,0
13,6,2013,,36.93706944,-95.08956667,40,35,1,0
13,6,2013,,36.07620556,-95.73530556,40,145,1,0
22,6,2013,,35.62195833,-97.58505833,40,109,1,0
7,6,2013,,35.47125833,-97.68901389,40,17,1,0
11,5,2013,,35.21758056,-96.67094444,40,133,1,1
20,6,2013,,36.14804444,-95.8866,40,143,1,0
29,6,2013,,35.23914167,-95.54074167,40,121,1,0
26,4,2013,,35.49720556,-97.49440278,40,109,1,0
11,6,2013,,35.23112222,-95.4556,40,121,1,0
25,6,2013,,36.16938611,-95.47596111,40,131,1,0
27,6,2013,,35.71968333,-96.880875,40,81,1,0
28,6,2013,,35.33139167,-94.58431667,40,135,1,0
4,6,2013,,34.34548889,-94.83894444,40,89,1,0
20,6,2013,,35.30821111,-97.47151389,40,27,1,0
21,6,2013,,35.53628333,-98.61768889,40,15,2,0
22,6,2013,,36.33369444,-95.51734444,40,131,2,1
23,6,2013,,35.85490556,-98.41059444,40,11,1,1
30,6,2013,,34.13406389,-97.12537778,40,19,1,0
5,7,2013,,36.70861944,-95.93516111,40,147,1,0
6,7,2013,,34.50535833,-98.40223611,40,31,1,1
29,6,2013,,36.09312778,-95.88661944,40,143,1,0
5,6,2013,,35.94003056,-95.36190556,40,145,1,0
27,6,2013,,36.10925833,-96.34282222,40,37,1,1
28,6,2013,,36.43843333,-95.38073611,40,97,1,0
6,7,2013,,36.21533611,-94.97695833,40,41,1,1
12,7,2013,,35.46225278,-97.48457222,40,109,1,0
31,5,2013,,35.281275,-97.21236111,40,27,1,0
12,7,2013,,36.18517778,-95.96104167,40,143,2,0
26,4,2013,,35.24728611,-97.52957222,40,27,1,0
11,5,2013,,35.41352778,-97.56553056,40,109,1,1
4,7,2013,,36.17523333,-99.88179722,40,45,2,0
25,5,2013,,35.46183056,-97.57598611,40,109,1,0
1,7,2013,,36.73972778,-98.99634167,40,151,1,0
3,6,2013,,34.373075,-94.73978056,40,89,1,0
28,6,2013,,35.41524444,-97.32022778,40,109,1,0
3,7,2013,,35.56281944,-95.492825,40,101,1,1
3,7,2013,,35.818025,-96.43781667,40,37,1,0
6,7,2013,,35.37698611,-97.56558889,40,27,2,0
11,7,2013,,35.44295833,-97.58331389,40,109,1,0
14,7,2013,,36.39065278,-97.86368333,40,47,1,0
17,7,2013,,34.41016667,-97.50998889,40,19,1,0
18,7,2013,,34.63808056,-98.94336389,40,75,1,0
19,7,2013,,35.63753333,-95.98330833,40,111,1,0
20,7,2013,,35.84113889,-98.35295,40,11,1,0
23,7,2013,,36.05874722,-95.85930833,40,143,1,1
23,7,2013,,35.12028333,-95.89084722,40,121,2,0
26,7,2013,,35.07099722,-95.32444444,40,61,1,1
27,7,2013,,36.43645556,-94.83633889,40,41,1,0
27,7,2013,,35.76516944,-94.87543333,40,21,1,1
17,7,2013,,36.61346389,-95.17391111,40,35,1,1
27,7,2013,,36.38853611,-95.99160556,40,143,1,0
28,7,2013,,36.22423333,-96.75493889,40,117,1,0
27,7,2013,,33.83831944,-96.40335833,40,13,1,0
31,5,2013,,35.29100833,-97.67346389,40,51,1,0
15,6,2013,,33.91751111,-94.8431,40,89,1,1
20,5,2013,,35.95507222,-95.39520278,40,145,1,0
6,6,2013,,35.38386389,-97.08975556,40,125,1,0
21,7,2013,,35.48225833,-97.49344722,40,109,1,0
28,5,2013,,35.871225,-97.55252778,40,83,1,0
27,6,2013,,35.91400833,-94.98116389,40,21,1,0
20,6,2013,,35.624125,-96.68034167,40,81,1,1
9,7,2013,,35.42190278,-97.62994722,40,109,1,0
29,6,2013,,36.22619444,-95.672825,40,131,1,0
8,7,2013,,35.59789444,-97.56717778,40,109,1,0
30,7,2013,,34.44909722,-97.82131667,40,137,2,1
30,7,2013,,34.89615556,-97.95205833,40,51,1,0
15,6,2013,,35.76659167,-95.24973333,40,21,2,1
23,7,2013,,36.29998611,-95.25620556,40,97,1,0
25,7,2013,,36.11871667,-95.30028056,40,97,1,0
6,8,2013,,33.878925,-97.13419722,40,85,1,1
29,7,2013,,34.56786667,-97.51040278,40,49,1,0
11,8,2013,,36.18418611,-95.96233889,40,143,1,1
5,6,2013,,35.46433056,-97.68008889,40,17,1,0
18,7,2013,,35.07201389,-98.208725,40,15,1,0
18,7,2013,,35.38826944,-97.37880833,40,109,1,0
7,8,2013,,33.8957,-94.96376667,40,89,1,0
3,8,2013,,35.09449167,-97.42233056,40,87,1,0
2,7,2013,,35.63826944,-97.45581389,40,109,1,0
3,7,2013,,36.068,-95.78883056,40,143,1,1
12,8,2013,,34.9448,-98.02269167,40,51,1,1
19,8,2013,,36.12998889,-95.88662778,40,143,1,2
25,7,2013,,35.9327,-95.58255833,40,145,1,0
19,8,2013,,34.82167222,-97.97155556,40,51,1,1
3,8,2013,,35.9518,-95.63581944,40,145,1,0
26,7,2013,,36.25362778,-96.422375,40,117,2,0
4,8,2013,,34.82588611,-98.39593889,40,31,1,1
9,8,2013,,35.47876944,-97.66753056,40,109,1,1
15,8,2013,,36.10447222,-95.83577778,40,143,1,0
17,8,2013,,35.54373056,-94.796375,40,135,1,1
17,8,2013,,35.35063611,-95.69846111,40,91,2,0
2,8,2013,,35.47114722,-95.62813333,40,91,1,1
12,8,2013,,36.54838333,-94.62975556,40,41,1,0
18,8,2013,,36.028925,-96.09196944,40,37,1,1
9,8,2013,,36.07525833,-95.97788056,40,143,1,0
16,8,2013,,36.70071111,-96.69708333,40,113,1,0
24,8,2013,,36.40605,-95.76079167,40,131,1,1
10,8,2013,,35.48579167,-97.671425,40,109,1,0
16,8,2013,,35.49895,-97.69032222,40,17,2,1
19,7,2013,,36.30754167,-95.90186667,40,143,1,0
15,8,2013,,36.72801667,-95.79368611,40,105,1,0
17,8,2013,,35.43071389,-94.72072222,40,135,2,0
22,8,2013,,34.119875,-95.62566389,40,23,1,1
22,8,2013,,36.6387,-94.65781944,40,41,1,1
28,8,2013,,35.91308333,-97.60748333,40,83,1,1
30,8,2013,,35.55438056,-98.11404444,40,17,1,0
22,8,2013,,36.0217,-98.54765556,40,11,1,1
3,8,2013,,35.16741944,-97.79026667,40,51,1,0
16,8,2013,,35.05974444,-95.88261944,40,121,1,0
19,8,2013,,34.17569167,-98.50068611,40,33,1,0
22,7,2013,,35.321825,-97.60064167,40,27,1,1
8,8,2013,,35.44088056,-95.97945556,40,111,1,0
12,8,2013,,34.50613056,-97.05570833,40,99,1,0
23,8,2013,,35.20378056,-98.60361667,40,15,1,0
14,7,2013,,35.97487222,-95.58296667,40,145,2,0
6,8,2013,,35.43141944,-95.96708611,40,111,1,0
25,8,2013,,33.92305278,-96.43948889,40,13,2,0
28,8,2013,,36.97468889,-94.7552,40,115,1,1
30,8,2013,,36.79169722,-99.11536944,40,151,1,0
16,8,2013,,35.49325,-97.51664167,40,109,1,0
24,8,2013,,35.52612222,-97.57730833,40,109,1,0
1,9,2013,,36.22063333,-95.83318333,40,143,1,1
1,9,2013,,36.11603056,-97.70833889,40,73,1,0
3,9,2013,,34.38761944,-96.81863611,40,69,1,0
6,9,2013,,36.53517222,-97.41825,40,103,1,1
7,9,2013,,35.43396389,-97.56976111,40,109,1,1
7,9,2013,,36.17139167,-95.87287222,40,143,1,0
5,9,2013,,36.21705278,-98.70539167,40,93,1,1
7,9,2013,,36.31299167,-98.47967222,40,93,1,1
10,9,2013,,36.15818056,-95.940325,40,143,1,0
12,9,2013,,35.52913056,-99.67141111,40,129,1,0
15,7,2013,,36.16051667,-95.86865833,40,143,1,0
4,8,2013,,35.22651944,-95.38760556,40,61,1,0
26,6,2013,,34.79783056,-96.69567778,40,123,1,0
29,6,2013,,34.17611944,-97.11338333,40,19,1,0
11,7,2013,,36.70979444,-97.10325556,40,71,1,0
12,7,2013,,34.15828611,-97.10811111,40,19,1,1
16,7,2013,,35.76976389,-95.37244167,40,101,1,0
11,9,2013,,36.21886389,-95.94431667,40,143,1,0
20,7,2013,,35.94428333,-95.9938,40,143,1,1
26,8,2013,,36.27516389,-98.42585556,40,93,1,1
15,7,2013,,35.25835,-96.83493611,40,125,1,0
17,8,2013,,35.43525278,-97.6189,40,109,1,0
22,8,2013,,35.78372222,-97.79843889,40,73,2,0
27,8,2013,,35.81309722,-95.40234444,40,145,1,0
27,8,2013,,35.33383056,-97.63789444,40,27,1,1
30,8,2013,,34.65321667,-97.22027222,40,49,1,1
4,9,2013,,36.03769444,-97.05117222,40,119,1,1
7,9,2013,,35.52919444,-97.51736944,40,109,1,1
10,9,2013,,34.02635,-94.67200278,40,89,1,1
16,9,2013,,36.14193611,-97.33447778,40,119,1,0
24,6,2013,,36.33823056,-95.82106389,40,143,1,0
5,8,2013,,36.10890278,-96.49568333,40,37,1,0
28,8,2013,,35.87063333,-96.38961944,40,37,1,0
2,9,2013,,36.44885278,-97.94406389,40,47,1,0
6,9,2013,,35.611975,-97.42486944,40,109,1,0
9,9,2013,,34.49236389,-97.41711944,40,19,1,0
11,9,2013,,35.41593889,-96.32551389,40,107,1,0
13,9,2013,,35.52910278,-98.36303611,40,15,1,0
17,9,2013,,34.83581667,-96.41976667,40,123,1,0
21,9,2013,,35.89349444,-97.39401667,40,83,1,0
24,9,2013,,36.60678889,-97.07576389,40,71,1,0
13,7,2013,,35.27086111,-97.61797778,40,87,1,0
1,9,2013,,35.49069722,-97.46520833,40,109,1,0
7,9,2013,,35.50783333,-97.77195556,40,17,1,0
16,9,2013,,35.71083611,-97.40708056,40,109,1,0
25,9,2013,,36.16442222,-95.68133611,40,131,1,0
27,8,2013,,35.88254167,-96.77009722,40,81,1,0
1,9,2013,,35.97431667,-96.75185556,40,119,1,0
12,9,2013,,34.26098889,-98.22672222,40,33,2,0
1,10,2013,,34.62301944,-97.43997778,40,49,1,0
17,9,2013,,35.39131389,-97.53205278,40,109,1,0
27,7,2013,,34.47089722,-96.05418611,40,5,1,1
5,8,2013,,35.48948611,-97.19463611,40,109,1,0
20,7,2013,,35.65354167,-95.96179167,40,111,2,0
7,8,2013,,34.62336111,-98.43151389,40,31,1,0
11,8,2013,,34.18735556,-97.27728333,40,19,1,0
13,8,2013,,34.50619167,-97.09046667,40,99,1,0
27,9,2013,,35.62459722,-96.56584444,40,107,1,1
8,8,2013,,35.64866111,-97.42527222,40,109,1,0
23,8,2013,,35.51663611,-97.61880556,40,109,1,0
6,9,2013,,36.09528333,-95.97572222,40,143,1,0
7,9,2013,,35.98857222,-96.21389722,40,37,3,1
12,9,2013,,34.87483611,-95.31037222,40,77,1,0
19,9,2013,,36.18690833,-95.24383333,40,97,1,0
29,9,2013,,33.80783333,-96.46591944,40,13,1,0
21,9,2013,,35.98566944,-96.82449167,40,119,1,0
29,9,2013,,36.09324722,-94.58923611,40,1,1,0
1,10,2013,,35.70269722,-95.38480833,40,101,1,1
2,10,2013,,36.33664167,-95.87516944,40,143,1,1
3,10,2013,,34.31554167,-98.03421667,40,137,1,0
30,9,2013,,36.17348056,-95.92249722,40,143,1,0
12,9,2013,,35.88060278,-94.64097222,40,1,1,0
2,10,2013,,34.44306667,-97.128725,40,99,1,0
18,9,2013,,35.51315833,-95.95419167,40,111,1,0
5,10,2013,,34.24459722,-96.21767778,40,5,1,0
9,8,2013,,34.92856944,-95.75195,40,121,1,1
2,9,2013,,35.736125,-96.91135278,40,81,1,0
22,9,2013,,35.07267778,-96.90999722,40,125,1,0
9,10,2013,,35.98586111,-96.90304167,40,119,1,0
7,9,2013,,35.435375,-97.31791944,40,109,1,1
12,9,2013,,35.50277222,-99.17003611,40,39,1,1
14,9,2013,,33.91874444,-94.77336667,40,89,1,0
21,9,2013,,34.18723056,-96.90738333,40,69,3,1
29,9,2013,,36.66573611,-96.36400556,40,113,1,0
3,10,2013,,35.39985556,-97.54791389,40,109,1,0
18,10,2013,,35.89862222,-97.65666389,40,83,1,1
6,10,2013,,35.39131944,-97.53010278,40,109,1,1
10,10,2013,,35.294,-95.69853056,40,91,1,1
17,10,2013,,33.99753889,-96.28185278,40,13,1,0
18,10,2013,,36.08530278,-95.92233056,40,143,1,0
20,10,2013,,36.07544444,-95.83318056,40,143,1,0
16,9,2013,,35.13194167,-97.83470833,40,51,1,0
28,9,2013,,35.60904167,-97.48965833,40,109,1,0
11,10,2013,,35.4781,-97.654325,40,109,1,0
14,10,2013,,35.29141111,-99.20899444,40,149,1,0
7,9,2013,,34.16496667,-98.52281111,40,33,1,0
